source_system,source_code,target_system,target_code,mapping_type,confidence,source_display,target_display,src_lang,translated_text,backtranslation_similarity
NAMASTE-Unani,2118,ICD-11 MMS 2024-01 Biomedicine,XA6AS2,related-to,84.42,2119,Extremities,urd_Arab,2119.Referred headache due to morbidity of extremities,100.0
NAMASTE-Unani,2119,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,85.35,2120,fever,urd_Arab,2120.Headache due to fever,100.0
NAMASTE-Unani,212,ICD-11 MMS 2024-01 Biomedicine,9B10,related-to,86.66,211,Cataract,urd_Arab,211.Immature cataract resembling the sky color,99.05
NAMASTE-Unani,2124,ICD-11 MMS 2024-01 Biomedicine,XM6U34,related-to,84.8,2125,Alcohol,urd_Arab,2125. momentary shaking of organs due to alcohol intake,92.9
NAMASTE-Unani,213,ICD-11 MMS 2024-01 Biomedicine,9B10,related-to,84.29,212,Cataract,urd_Arab,212.Diffuse immature cataract,100.0
NAMASTE-Unani,2131,ICD-11 MMS 2024-01 Biomedicine,XA9738,related-to,84.55,2132,Brain,urd_Arab,2132.Inflammation of brain tissue,100.0
NAMASTE-Unani,2132,ICD-11 MMS 2024-01 Biomedicine,9A76,related-to,86.38,2133,Corneal ulcer,urd_Arab,2133.diffuse cloudy corneal ulcer,100.0
NAMASTE-Unani,2133,ICD-11 MMS 2024-01 Biomedicine,9A76,related-to,86.87,2134,Corneal ulcer,urd_Arab,2134.localized cloudy corneal ulcer,100.0
NAMASTE-Unani,2134,ICD-11 MMS 2024-01 Biomedicine,9A76,related-to,94.09,2135,Marginal corneal ulcer,urd_Arab,2135.Marginal corneal ulcer,100.0
NAMASTE-Unani,2135,ICD-11 MMS 2024-01 Biomedicine,9A76,related-to,86.85,2136,Corneal ulcer,urd_Arab,2136.Cotton like corneal ulcer,100.0
NAMASTE-Unani,2136,ICD-11 MMS 2024-01 Biomedicine,XK16,related-to,88.09,2137,Deep,urd_Arab,2137.clean deep corneal ulcer,100.0
NAMASTE-Unani,2137,ICD-11 MMS 2024-01 Biomedicine,9A76,related-to,86.38,2138,Corneal ulcer,urd_Arab,2138. minimally deep corneal ulcer,100.0
NAMASTE-Unani,2138,ICD-11 MMS 2024-01 Biomedicine,XK16,related-to,88.03,2139,Deep,urd_Arab,2139. unclean deep corneal ulcer,100.0
NAMASTE-Unani,2139,ICD-11 MMS 2024-01 Biomedicine,XA0M40,related-to,84.33,2140,Eyeball,urd_Arab,2140.congestive protrusion of eyeball due to humours,100.0
NAMASTE-Unani,214,ICD-11 MMS 2024-01 Biomedicine,9C61,related-to,93.28,213,Glaucoma,urd_Arab,213.Glaucoma,100.0
NAMASTE-Unani,2140,ICD-11 MMS 2024-01 Biomedicine,XA0M40,related-to,84.34,2141,Eyeball,urd_Arab,2141.congestive protrusion of eyeball due to gases,100.0
NAMASTE-Unani,2141,ICD-11 MMS 2024-01 Biomedicine,9D90.6,related-to,93.12,2142,Blindness,urd_Arab,2142. blindness,100.0
NAMASTE-Unani,2142,ICD-11 MMS 2024-01 Biomedicine,9A61.3,related-to,79.73,2143,Conjunctival scars,urd_Arab,2143. conjunctival eruptions,100.0
NAMASTE-Unani,2143,ICD-11 MMS 2024-01 Biomedicine,XA4C02,related-to,81.57,2144,Cornea,urd_Arab,2144. pus behind the cornea,100.0
NAMASTE-Unani,2144,ICD-11 MMS 2024-01 Biomedicine,2F36.4,related-to,77.7,2145,Cysts of eyelid,urd_Arab,2145. ulcers of the eyelid,100.0
NAMASTE-Unani,2146,ICD-11 MMS 2024-01 Biomedicine,NA06.02,related-to,78.12,2147,Oedema of eyelid,urd_Arab,2147. roughness of eyelid,100.0
NAMASTE-Unani,2149,ICD-11 MMS 2024-01 Biomedicine,2F36.4,related-to,77.28,2150,Cysts of eyelid,urd_Arab,2150. twitching of eyelid,100.0
NAMASTE-Unani,2150,ICD-11 MMS 2024-01 Biomedicine,ED80.6,related-to,79.59,2151,Infantile acne,urd_Arab,2151.infantile earache,100.0
NAMASTE-Unani,2151,ICD-11 MMS 2024-01 Biomedicine,MC41,related-to,90.81,2152,Tinnitus,urd_Arab,2152.Tinnitus due to phlegm,100.0
NAMASTE-Unani,2152,ICD-11 MMS 2024-01 Biomedicine,MC41,related-to,90.88,2153,Tinnitus,urd_Arab,2153.Tinnitus due to gases,100.0
NAMASTE-Unani,2153,ICD-11 MMS 2024-01 Biomedicine,MC41,related-to,89.75,2154,Tinnitus,urd_Arab,2154.Tinnitus due to decreased function of hearing faculty,100.0
NAMASTE-Unani,2154,ICD-11 MMS 2024-01 Biomedicine,MC41,related-to,90.1,2155,Tinnitus,urd_Arab,2155.Tinnitus due to increased sensitivity,100.0
NAMASTE-Unani,2155,ICD-11 MMS 2024-01 Biomedicine,MC41,related-to,90.74,2156,Tinnitus,urd_Arab,2156. tinnitus due to dryness,100.0
NAMASTE-Unani,216,ICD-11 MMS 2024-01 Biomedicine,XA0M40,related-to,84.44,215,Eyeball,urd_Arab,215.congestive protrusion of eyeball,100.0
NAMASTE-Unani,2161,ICD-11 MMS 2024-01 Biomedicine,XT5R,related-to,89.98,2162,Acute,urd_Arab,2162. acute coryza and catarrh,100.0
NAMASTE-Unani,2164,ICD-11 MMS 2024-01 Biomedicine,XT8W,related-to,90.34,2165,Chronic,urd_Arab,2165.Chronic coryza and catarrh,100.0
NAMASTE-Unani,217,ICD-11 MMS 2024-01 Biomedicine,XA0M40,related-to,89.89,216,Eyeball,urd_Arab,216.Protrusion of eyeball due to compression,100.0
NAMASTE-Unani,2173,ICD-11 MMS 2024-01 Biomedicine,XM7E84,related-to,90.12,2174,Shrimp,urd_Arab,2174.Shrimp shaped nasal growth,100.0
NAMASTE-Unani,2174,ICD-11 MMS 2024-01 Biomedicine,DA03.0,related-to,85.93,2175,Glossitis,urd_Arab,2175.sanguineous glossitis,100.0
NAMASTE-Unani,2175,ICD-11 MMS 2024-01 Biomedicine,DA03.0,related-to,86.21,2176,Glossitis,urd_Arab,2176. bilious glossitis,100.0
NAMASTE-Unani,2176,ICD-11 MMS 2024-01 Biomedicine,DA03.0,related-to,84.54,2177,Glossitis,urd_Arab,2177. phlegmatic glossitis,100.0
NAMASTE-Unani,2177,ICD-11 MMS 2024-01 Biomedicine,DA03.0,related-to,86.16,2178,Glossitis,urd_Arab,2178. melancholic glossitis,100.0
NAMASTE-Unani,2178,ICD-11 MMS 2024-01 Biomedicine,DA00.0,related-to,82.94,2179,Cheilitis,urd_Arab,2179.sanguineous cheilitis,100.0
NAMASTE-Unani,2179,ICD-11 MMS 2024-01 Biomedicine,DA00.0,related-to,86.05,2180,Cheilitis,urd_Arab,2180. bilious cheilitis,100.0
NAMASTE-Unani,218,ICD-11 MMS 2024-01 Biomedicine,XA0M40,related-to,89.71,217,Eyeball,urd_Arab,217.Protrusion of eyeball due to structural loosening,100.0
NAMASTE-Unani,2180,ICD-11 MMS 2024-01 Biomedicine,DA00.0,related-to,84.54,2181,Cheilitis,urd_Arab,2181. phlegmatic cheilitis,100.0
NAMASTE-Unani,2181,ICD-11 MMS 2024-01 Biomedicine,DA00.0,related-to,84.49,2182,Cheilitis,urd_Arab,2182. melancholic cheilitis,100.0
NAMASTE-Unani,2182,ICD-11 MMS 2024-01 Biomedicine,DA00.0,related-to,94.67,2183,Angular cheilitis,urd_Arab,2183. angular cheilitis,100.0
NAMASTE-Unani,2187,ICD-11 MMS 2024-01 Biomedicine,XK2H,related-to,86.63,2188,External,urd_Arab,2188.Inflammation of external laryngeal muscles,100.0
NAMASTE-Unani,2188,ICD-11 MMS 2024-01 Biomedicine,XA2993,related-to,85.2,2189,Uvula,urd_Arab,2189.Inflammation of the whole uvula,100.0
NAMASTE-Unani,219,ICD-11 MMS 2024-01 Biomedicine,9C22.1,related-to,94.36,218,Phthisis bulbi,urd_Arab,218.Phthisis bulbi,100.0
NAMASTE-Unani,2193,ICD-11 MMS 2024-01 Biomedicine,XS25,related-to,90.12,2194,Severe,urd_Arab,2194. severe shortness of breath,100.0
NAMASTE-Unani,2194,ICD-11 MMS 2024-01 Biomedicine,CA40,related-to,86.06,2195,Pneumonia,urd_Arab,2195.Sanginous pneumonia,97.71
NAMASTE-Unani,2195,ICD-11 MMS 2024-01 Biomedicine,CA40,related-to,86.05,2196,Pneumonia,urd_Arab,2196.Belious pneumonia,95.24
NAMASTE-Unani,2196,ICD-11 MMS 2024-01 Biomedicine,CA40,related-to,87.1,2197,Pneumonia,urd_Arab,2197.Phlegmatic pneumonia,100.0
NAMASTE-Unani,2197,ICD-11 MMS 2024-01 Biomedicine,MD31,related-to,92.94,2198,Pleurisy,urd_Arab,2198. pleurisy,100.0
NAMASTE-Unani,2198,ICD-11 MMS 2024-01 Biomedicine,MD31,related-to,84.9,2199,Pleurisy,urd_Arab,2199.sanguineous pleurisy,100.0
NAMASTE-Unani,2199,ICD-11 MMS 2024-01 Biomedicine,MD31,related-to,85.1,2200,Pleurisy,urd_Arab,2200. bilious pleurisy,100.0
NAMASTE-Unani,22,ICD-11 MMS 2024-01 Biomedicine,1B70.0,equivalent,96.21,21,Erysipelas,urd_Arab,21.Erysipelas,100.0
NAMASTE-Unani,220,ICD-11 MMS 2024-01 Biomedicine,ED63.0,related-to,91.64,219,Vitiligo,urd_Arab,219.Vitiligo iridis,100.0
NAMASTE-Unani,2200,ICD-11 MMS 2024-01 Biomedicine,MD31,related-to,86.61,2201,Pleurisy,urd_Arab,2201. phlegmatic pleurisy,100.0
NAMASTE-Unani,2201,ICD-11 MMS 2024-01 Biomedicine,MD31,related-to,83.24,2202,Pleurisy,urd_Arab,2202. melancholic pleurisy,100.0
NAMASTE-Unani,2202,ICD-11 MMS 2024-01 Biomedicine,MD31,related-to,83.5,2203,Pleurisy,urd_Arab,2203. false pleurisy,100.0
NAMASTE-Unani,2203,ICD-11 MMS 2024-01 Biomedicine,XA6H07,related-to,85.35,2204,Heart,urd_Arab,2204.Diseases of the heart,96.77
NAMASTE-Unani,2208,ICD-11 MMS 2024-01 Biomedicine,XT5R,related-to,90.35,2209,Acute,urd_Arab,2209.Acute oesophagitis,100.0
NAMASTE-Unani,2209,ICD-11 MMS 2024-01 Biomedicine,XT8W,related-to,90.78,2210,Chronic,urd_Arab,2210.Chronic oesophagitis,100.0
NAMASTE-Unani,2210,ICD-11 MMS 2024-01 Biomedicine,XA7MC7,related-to,86.3,2211,Stomach,urd_Arab,2211.Simple temporal derangement of the stomach,89.24
NAMASTE-Unani,2212,ICD-11 MMS 2024-01 Biomedicine,MD90.1,related-to,83.97,2213,Bilious vomiting,urd_Arab,2213. bilious diarrohoea with vomiting,100.0
NAMASTE-Unani,2213,ICD-11 MMS 2024-01 Biomedicine,MD90.1,related-to,85.83,2214,Vomiting,urd_Arab,2214.phlegmatic diarrohoea with vomiting,100.0
NAMASTE-Unani,2214,ICD-11 MMS 2024-01 Biomedicine,MD90.1,related-to,84.5,2215,Vomiting,urd_Arab,2215. melancholic diarrohea with vomiting,98.41
NAMASTE-Unani,2215,ICD-11 MMS 2024-01 Biomedicine,MD90.1,related-to,94.5,2216,Bilious vomiting,urd_Arab,2216. bilious vomiting,100.0
NAMASTE-Unani,2216,ICD-11 MMS 2024-01 Biomedicine,MD90.1,related-to,84.94,2217,Vomiting,urd_Arab,2217. phlegmatic vomiting,100.0
NAMASTE-Unani,2217,ICD-11 MMS 2024-01 Biomedicine,MD90.1,related-to,83.23,2218,Vomiting,urd_Arab,2218. melancholic vomiting,100.0
NAMASTE-Unani,2218,ICD-11 MMS 2024-01 Biomedicine,MD11.6,related-to,89.79,2219,Hiccough,urd_Arab,2219. hiccough due to predominance of heat in the stomach,100.0
NAMASTE-Unani,2219,ICD-11 MMS 2024-01 Biomedicine,MD11.6,related-to,89.72,2220,Hiccough,urd_Arab,2220. hiccough due to predominance of coldness in the stomach,100.0
NAMASTE-Unani,222,ICD-11 MMS 2024-01 Biomedicine,MB27.27,related-to,95.73,221,Visual hallucinations,urd_Arab,221. visual hallucinations,100.0
NAMASTE-Unani,2220,ICD-11 MMS 2024-01 Biomedicine,MD11.6,related-to,89.74,2221,Hiccough,urd_Arab,2221. hiccough due to predominance of yellow bile in stomach,100.0
NAMASTE-Unani,2221,ICD-11 MMS 2024-01 Biomedicine,MD11.6,related-to,89.75,2222,Hiccough,urd_Arab,2222. hiccough due to predominance of black bile in stomach,100.0
NAMASTE-Unani,2222,ICD-11 MMS 2024-01 Biomedicine,MD11.6,related-to,89.74,2223,Hiccough,urd_Arab,2223. hiccough due to predominance of dryness in the stomach,100.0
NAMASTE-Unani,2223,ICD-11 MMS 2024-01 Biomedicine,MD11.6,related-to,89.86,2224,Hiccough,urd_Arab,2224.Hiccough due to large quantity of ingested food,100.0
NAMASTE-Unani,2224,ICD-11 MMS 2024-01 Biomedicine,MD11.6,related-to,89.71,2225,Hiccough,urd_Arab,2225. hiccough due to the irritation of cardiac end of stomach,100.0
NAMASTE-Unani,2225,ICD-11 MMS 2024-01 Biomedicine,MD11.6,related-to,89.74,2226,Hiccough,urd_Arab,2226.Hiccough due to inflammatory condition of other organs,100.0
NAMASTE-Unani,2227,ICD-11 MMS 2024-01 Biomedicine,XA7MC7,related-to,85.35,2228,Stomach,urd_Arab,2228.Itching sensation of stomach due to eruptions,100.0
NAMASTE-Unani,2228,ICD-11 MMS 2024-01 Biomedicine,XA5DY0,related-to,84.5,2229,Liver,urd_Arab,2229. hot morbid temperament of liver,100.0
NAMASTE-Unani,2229,ICD-11 MMS 2024-01 Biomedicine,XA5DY0,related-to,86.55,2230,Liver,urd_Arab,2230. cold morbid temperament of liver,100.0
NAMASTE-Unani,223,ICD-11 MMS 2024-01 Biomedicine,9D00.0,related-to,92.83,222,Myopia,urd_Arab,222. myopia,100.0
NAMASTE-Unani,2230,ICD-11 MMS 2024-01 Biomedicine,XA5DY0,related-to,84.47,2231,Liver,urd_Arab,2231.moist morbid temperament of liver,100.0
NAMASTE-Unani,2231,ICD-11 MMS 2024-01 Biomedicine,XA5DY0,related-to,84.5,2232,Liver,urd_Arab,2232. dry morbid temperament of liver,100.0
NAMASTE-Unani,2232,ICD-11 MMS 2024-01 Biomedicine,ME10.1,related-to,84.9,2233,jaundice,urd_Arab,2233. obstructive jaundice,100.0
NAMASTE-Unani,2236,ICD-11 MMS 2024-01 Biomedicine,XA7FU9,related-to,84.75,2237,Spleen,urd_Arab,2237. hot morbid temperament of spleen,100.0
NAMASTE-Unani,2237,ICD-11 MMS 2024-01 Biomedicine,XA7FU9,related-to,86.03,2238,Spleen,urd_Arab,2238. cold morbid temperament of spleen,100.0
NAMASTE-Unani,2238,ICD-11 MMS 2024-01 Biomedicine,XA7FU9,related-to,86.01,2239,Spleen,urd_Arab,2239.moist morbid temperament of spleen,100.0
NAMASTE-Unani,2239,ICD-11 MMS 2024-01 Biomedicine,XA7FU9,related-to,84.75,2240,Spleen,urd_Arab,2240. dry morbid temperament of spleen,100.0
NAMASTE-Unani,224,ICD-11 MMS 2024-01 Biomedicine,9D00.1,equivalent,96.18,223,Hypermetropia,urd_Arab,223.Hypermetropia,100.0
NAMASTE-Unani,2240,ICD-11 MMS 2024-01 Biomedicine,XA7FU9,related-to,85.56,2241,Spleen,urd_Arab,2241.sanguineous inflammation of the spleen,97.23
NAMASTE-Unani,2241,ICD-11 MMS 2024-01 Biomedicine,XA7FU9,related-to,83.79,2242,Spleen,urd_Arab,2242.Bilious inflammation of the spleen,91.83
NAMASTE-Unani,2242,ICD-11 MMS 2024-01 Biomedicine,XA7FU9,related-to,87.25,2243,Spleen,urd_Arab,2243. phlegmatic inflammation of the spleen,97.16
NAMASTE-Unani,2243,ICD-11 MMS 2024-01 Biomedicine,XA7FU9,related-to,83.69,2244,Spleen,urd_Arab,2244.Hard melancholic inflammation of the spleen,97.53
NAMASTE-Unani,2244,ICD-11 MMS 2024-01 Biomedicine,ME05.1,related-to,90.5,2245,Diarrhoea,urd_Arab,2245.diarrhoea leading to emaciation,100.0
NAMASTE-Unani,2251,ICD-11 MMS 2024-01 Biomedicine,ME09,related-to,76.31,2252,Rectal tenesmus,urd_Arab,2252. phlegmatic tenesmus,100.0
NAMASTE-Unani,2253,ICD-11 MMS 2024-01 Biomedicine,ME08,related-to,83.91,2254,Flatulence,urd_Arab,2254.tenesmus due to flatulence,100.0
NAMASTE-Unani,2256,ICD-11 MMS 2024-01 Biomedicine,ME09,related-to,77.07,2257,tenesmus NOS,urd_Arab,2257. helminthic tenesmus,100.0
NAMASTE-Unani,226,ICD-11 MMS 2024-01 Biomedicine,9D90.6,related-to,88.61,225,Blindness,urd_Arab,225.Night blindness / Nyctalopia,100.0
NAMASTE-Unani,2267,ICD-11 MMS 2024-01 Biomedicine,1G07,related-to,80.37,2268,mite infestation,urd_Arab,2268. tapeworm infestation,100.0
NAMASTE-Unani,2268,ICD-11 MMS 2024-01 Biomedicine,1G07,related-to,80.09,2269,mite infestation,urd_Arab,2269. threadworm infestation,100.0
NAMASTE-Unani,2269,ICD-11 MMS 2024-01 Biomedicine,XN69Y,related-to,90.97,2270,Hookworm,urd_Arab,2270. hookworm infestation,100.0
NAMASTE-Unani,227,ICD-11 MMS 2024-01 Biomedicine,9D90.6,related-to,89.42,226,Blindness,urd_Arab,226.Day blindness /Hemeralopia,100.0
NAMASTE-Unani,2273,ICD-11 MMS 2024-01 Biomedicine,XM77D3,related-to,90.22,2274,Grape,urd_Arab,2274. grape shaped polyps,100.0
NAMASTE-Unani,2279,ICD-11 MMS 2024-01 Biomedicine,ME24.A1,related-to,81.09,2280,anus haemorrhage,urd_Arab,2280. haemorrhage / bleeding,100.0
NAMASTE-Unani,2280,ICD-11 MMS 2024-01 Biomedicine,1C1G.13,related-to,78.17,2281,Lyme arthritis,urd_Arab,2281.sanguineous arthritis,100.0
NAMASTE-Unani,2281,ICD-11 MMS 2024-01 Biomedicine,1C1G.13,related-to,78.07,2282,Lyme arthritis,urd_Arab,2282. bilious arthritis,100.0
NAMASTE-Unani,2282,ICD-11 MMS 2024-01 Biomedicine,1C1G.13,related-to,80.14,2283,Lyme arthritis,urd_Arab,2283. phlegmatic arthritis,100.0
NAMASTE-Unani,2283,ICD-11 MMS 2024-01 Biomedicine,1C1G.13,related-to,80.01,2284,Lyme arthritis,urd_Arab,2284. melancholic arthritis,100.0
NAMASTE-Unani,2285,ICD-11 MMS 2024-01 Biomedicine,NC53.2,related-to,78.56,2286,Stave fracture,urd_Arab,2286. jaw bone fracture,100.0
NAMASTE-Unani,2286,ICD-11 MMS 2024-01 Biomedicine,NC12.0,related-to,94.42,2287,Fracture of clavicle,urd_Arab,2287.Fracture of clavicle,100.0
NAMASTE-Unani,2287,ICD-11 MMS 2024-01 Biomedicine,NC12.1,related-to,94.26,2288,Fracture of scapula,urd_Arab,2288. fracture of scapula,100.0
NAMASTE-Unani,2288,ICD-11 MMS 2024-01 Biomedicine,NA82.2,related-to,94.26,2289,Fracture of sternum,urd_Arab,2289.Fracture of sternum,100.0
NAMASTE-Unani,2289,ICD-11 MMS 2024-01 Biomedicine,NA82.3,related-to,82.54,2290,Fracture of rib,urd_Arab,2290. fracture of ribs,100.0
NAMASTE-Unani,229,ICD-11 MMS 2024-01 Biomedicine,9D90.6,related-to,88.43,228,Blindness,urd_Arab,228.Moon blindness / Snow blindness,100.0
NAMASTE-Unani,2290,ICD-11 MMS 2024-01 Biomedicine,ND50,related-to,86.03,2291,fracture of vertebra,urd_Arab,2291.Fracture of vertebrae,100.0
NAMASTE-Unani,2291,ICD-11 MMS 2024-01 Biomedicine,XA10L7,related-to,82.92,2292,Upper back,urd_Arab,2292.Fracture of vertebrae of upper part of back,100.0
NAMASTE-Unani,2292,ICD-11 MMS 2024-01 Biomedicine,XA9ET2,related-to,82.92,2293,Lower back,urd_Arab,2293.Fracture of vertebrae of lower part of back,100.0
NAMASTE-Unani,2293,ICD-11 MMS 2024-01 Biomedicine,NB52.11,related-to,94.08,2294,Fracture of coccyx,urd_Arab,2294. fracture of coccyx,100.0
NAMASTE-Unani,2294,ICD-11 MMS 2024-01 Biomedicine,NC12.3,related-to,94.26,2295,fracture of humerus,urd_Arab,2295.Fracture of humerus,100.0
NAMASTE-Unani,2295,ICD-11 MMS 2024-01 Biomedicine,NC32,related-to,87.84,2296,Fracture of forearm,urd_Arab,2296.Fracture of bones of forearm,100.0
NAMASTE-Unani,2296,ICD-11 MMS 2024-01 Biomedicine,XA2J63,related-to,85.31,2297,Wrist,urd_Arab,2297.Fracture of wrist bones,100.0
NAMASTE-Unani,2297,ICD-11 MMS 2024-01 Biomedicine,NA0D.01,related-to,76.66,2298,Enamel fracture,urd_Arab,2298. the phalangeal fracture,95.68
NAMASTE-Unani,2298,ICD-11 MMS 2024-01 Biomedicine,NB52.15,related-to,94.26,2299,fracture of ischium,urd_Arab,2299. fracture of ischium,100.0
NAMASTE-Unani,2299,ICD-11 MMS 2024-01 Biomedicine,NC72,related-to,88.42,2300,Fracture of femur,urd_Arab,2300. fracture of the femur,96.95
NAMASTE-Unani,23,ICD-11 MMS 2024-01 Biomedicine,8D64,equivalent,96.5,22,Hydrocephalus,urd_Arab,22.Hydrocephalus,100.0
NAMASTE-Unani,2300,ICD-11 MMS 2024-01 Biomedicine,ND54,related-to,83.65,2301,Fracture of leg NOS,urd_Arab,2301.Fracture of leg bones,100.0
NAMASTE-Unani,2301,ICD-11 MMS 2024-01 Biomedicine,XA67V4,related-to,85.26,2302,Ankle,urd_Arab,2302.Fracture of the ankle bone,96.49
NAMASTE-Unani,2302,ICD-11 MMS 2024-01 Biomedicine,XA5HK0,related-to,84.1,2303,Heel,urd_Arab,2303. fracture of the heel,97.11
NAMASTE-Unani,2303,ICD-11 MMS 2024-01 Biomedicine,ND13.B,related-to,78.93,2304,Fracture of scaphoid of foot,urd_Arab,2304.Fracture of the phalanges of the foot,96.16
NAMASTE-Unani,2304,ICD-11 MMS 2024-01 Biomedicine,EB01.1,related-to,77.56,2305,Cold urticaria,urd_Arab,2305.sanguineous urticaria,100.0
NAMASTE-Unani,2305,ICD-11 MMS 2024-01 Biomedicine,EB01.1,related-to,77.67,2306,Cold urticaria,urd_Arab,2306. phlegmatic urticaria,100.0
NAMASTE-Unani,2306,ICD-11 MMS 2024-01 Biomedicine,1G04,related-to,85.64,2307,Scabies,urd_Arab,2307.Belious scabies,94.55
NAMASTE-Unani,2307,ICD-11 MMS 2024-01 Biomedicine,1G04,related-to,86.98,2308,Scabies,urd_Arab,2308.Melancholic scabies,100.0
NAMASTE-Unani,2308,ICD-11 MMS 2024-01 Biomedicine,1G04,related-to,85.47,2309,Scabies,urd_Arab,2309. phlegmatic scabies,100.0
NAMASTE-Unani,2309,ICD-11 MMS 2024-01 Biomedicine,1G04,related-to,84.9,2310,Scabies,urd_Arab,2310.Wet scabies,100.0
NAMASTE-Unani,2310,ICD-11 MMS 2024-01 Biomedicine,1G04,related-to,83.54,2311,Scabies,urd_Arab,2311.Dry scabies,100.0
NAMASTE-Unani,2313,ICD-11 MMS 2024-01 Biomedicine,5A61.5,related-to,94.82,2314,diabetes insipidus,urd_Arab,2314.Diabetes insipidus,100.0
NAMASTE-Unani,2314,ICD-11 MMS 2024-01 Biomedicine,GC00,related-to,85.47,2315,Cystitis,urd_Arab,2315.Sanguineous cystitis,100.0
NAMASTE-Unani,2315,ICD-11 MMS 2024-01 Biomedicine,GC00,related-to,85.1,2316,Cystitis,urd_Arab,2316.Bilious cystitis,100.0
NAMASTE-Unani,2316,ICD-11 MMS 2024-01 Biomedicine,GC00,related-to,85.5,2317,Cystitis,urd_Arab,2317.Phlegmatic cystitis,100.0
NAMASTE-Unani,2317,ICD-11 MMS 2024-01 Biomedicine,XT5R,related-to,90.59,2318,Acute,urd_Arab,2318.Acute orchitis,100.0
NAMASTE-Unani,2318,ICD-11 MMS 2024-01 Biomedicine,1D80.1,related-to,76.34,2319,Mumps orchitis,urd_Arab,2319.Sanguineous orchitis,100.0
NAMASTE-Unani,2319,ICD-11 MMS 2024-01 Biomedicine,1D80.1,related-to,76.9,2320,Mumps orchitis,urd_Arab,2320. bilious orchitis,100.0
NAMASTE-Unani,232,ICD-11 MMS 2024-01 Biomedicine,LA14.04,related-to,76.9,231,Congenital ptosis,urd_Arab,231.Ptosis,100.0
NAMASTE-Unani,2320,ICD-11 MMS 2024-01 Biomedicine,XT8W,related-to,91.06,2321,Chronic,urd_Arab,2321.Chronic orchitis,100.0
NAMASTE-Unani,2321,ICD-11 MMS 2024-01 Biomedicine,1D80.1,related-to,76.47,2322,Mumps orchitis,urd_Arab,2322.Phlegmatic Orchitis,100.0
NAMASTE-Unani,2322,ICD-11 MMS 2024-01 Biomedicine,1D80.1,related-to,75.36,2323,Mumps orchitis,urd_Arab,2323.Melancholic Orchitis,100.0
NAMASTE-Unani,2323,ICD-11 MMS 2024-01 Biomedicine,1D80.1,related-to,76.3,2324,Mumps orchitis,urd_Arab,2324.Gaseous Orchitis,100.0
NAMASTE-Unani,2325,ICD-11 MMS 2024-01 Biomedicine,KC00,related-to,94.75,2326,Congenital hydrocele,urd_Arab,2326.Congenital hydrocele,100.0
NAMASTE-Unani,2326,ICD-11 MMS 2024-01 Biomedicine,GB00.0,related-to,94.82,2327,Encysted hydrocele,urd_Arab,2327.Encysted hydrocele,100.0
NAMASTE-Unani,2327,ICD-11 MMS 2024-01 Biomedicine,XA99N3,related-to,83.82,2328,Uterus,urd_Arab,2328.Hot morbid temperament of uterus,100.0
NAMASTE-Unani,2328,ICD-11 MMS 2024-01 Biomedicine,XA99N3,related-to,83.8,2329,Uterus,urd_Arab,2329.Cold morbid temperament of uterus,100.0
NAMASTE-Unani,2329,ICD-11 MMS 2024-01 Biomedicine,XA99N3,related-to,85.63,2330,Uterus,urd_Arab,2330.Moist morbid temperament of uterus,100.0
NAMASTE-Unani,2330,ICD-11 MMS 2024-01 Biomedicine,XA99N3,related-to,83.77,2331,Uterus,urd_Arab,2331.Dry morbid temperament of the uterus,97.25
NAMASTE-Unani,2331,ICD-11 MMS 2024-01 Biomedicine,XB8M,related-to,90.59,2332,Congenital,urd_Arab,2332.Congenital atrophy of the ovaries,96.98
NAMASTE-Unani,2332,ICD-11 MMS 2024-01 Biomedicine,GA18.7,related-to,81.88,2333,Acquired atrophy of ovary,urd_Arab,2333.Acquired atrophy of the ovaries,96.93
NAMASTE-Unani,2333,ICD-11 MMS 2024-01 Biomedicine,GA07.0,related-to,95.06,2334,Acute salpingitis,urd_Arab,2334.Acute salpingitis,100.0
NAMASTE-Unani,2334,ICD-11 MMS 2024-01 Biomedicine,GA07.1,related-to,94.96,2335,Chronic salpingitis,urd_Arab,2335.Chronic salpingitis,100.0
NAMASTE-Unani,2335,ICD-11 MMS 2024-01 Biomedicine,XT5R,related-to,90.59,2336,Acute,urd_Arab,2336.Acute mastitis,100.0
NAMASTE-Unani,2336,ICD-11 MMS 2024-01 Biomedicine,XT8W,related-to,91.06,2337,Chronic,urd_Arab,2337.Chronic mastitis,100.0
NAMASTE-Unani,2338,ICD-11 MMS 2024-01 Biomedicine,XT5R,related-to,90.59,2339,Acute,urd_Arab,2339.Acute metritis,100.0
NAMASTE-Unani,234,ICD-11 MMS 2024-01 Biomedicine,9A06.2,related-to,79.78,233,"Symblepharon, acquired",urd_Arab,233.Symblepharon,100.0
NAMASTE-Unani,2341,ICD-11 MMS 2024-01 Biomedicine,9A01.1,related-to,78.6,2342,lid abscess,urd_Arab,2342.Uterine abscess,100.0
NAMASTE-Unani,2344,ICD-11 MMS 2024-01 Biomedicine,XT5G,related-to,91.41,2345,Intermittent,urd_Arab,2345.Intermittent quartan fever,100.0
NAMASTE-Unani,235,ICD-11 MMS 2024-01 Biomedicine,9A03.4,equivalent,96.18,234,Lagophthalmos,urd_Arab,234.Lagophthalmos,100.0
