source_system,source_code,target_system,target_code,mapping_type,confidence,source_display,target_display,src_lang,translated_text,backtranslation_similarity
NAMASTE-Siddha,GHA1.4,ICD-11 MMS 2024-01 Biomedicine,MF3A,related-to,88.27,Vaṭi Yōṉi,Vaginal discharge,hin_Deva,Vaṭi Yō ni. yellowish vaginal discharge and diarrhoea,96.33
NAMASTE-Siddha,GHA1.5,ICD-11 MMS 2024-01 Biomedicine,XA1LK7,related-to,85.78,Tūḷita Yōṉi,Vagina,hin_Deva,Tūhita Yō ni.Thickening and numbness of vagina,93.41
NAMASTE-Siddha,GHA1.6,ICD-11 MMS 2024-01 Biomedicine,GA02,related-to,86.87,Pūppukāla Yōṉi,Vaginitis,hin_Deva,Pūppukāla Yō kui.Vaginitis with low back pain and groin pain,95.42
NAMASTE-Siddha,GHB1.1,ICD-11 MMS 2024-01 Biomedicine,GA02,related-to,87.97,Pitta Yōṉi,Vaginitis,hin_Deva,Pitta Yō ni. vaginitis due to increased azhal,95.99
NAMASTE-Siddha,GHB1.10,ICD-11 MMS 2024-01 Biomedicine,GA02,related-to,88.58,Viparīta Yōṉi,Vaginitis,hin_Deva,Viparita Yōui.Vaginitis due to sexual perversions,97.54
NAMASTE-Siddha,GHB1.6,ICD-11 MMS 2024-01 Biomedicine,XA1MK5,related-to,75.85,Civappu Yōṉi,Vaginal vein,hin_Deva,Civappu Yō ni. vaginal herpes,95.12
NAMASTE-Siddha,GHB1.7,ICD-11 MMS 2024-01 Biomedicine,GA02,related-to,88.01,Napuñcaka Yōṉi,Vaginitis,hin_Deva,Napuñcaka Yōui.Vaginitis due to intercourse,97.67
NAMASTE-Siddha,GHB1.8,ICD-11 MMS 2024-01 Biomedicine,GA12,related-to,86.82,Aticāraṇa Yōṉi,Dyspareunia,hin_Deva,Atikraṇa Yō kui.Dyspareunia due to incompatibility of external genitalia,91.8
NAMASTE-Siddha,GHB1.9,ICD-11 MMS 2024-01 Biomedicine,XA1LK7,related-to,85.78,Kirumi Yōṉi,Vagina,hin_Deva,Kirumi Yō noi. pathological discharge of vagina,95.44
NAMASTE-Siddha,GHC1.1,ICD-11 MMS 2024-01 Biomedicine,GA02,related-to,87.7,Aiya Yōṉi,Vaginitis,hin_Deva,Aiya Yō ni. vaginitis due to increased aiyam ( leukoplakia ),96.58
NAMASTE-Siddha,GHC1.3,ICD-11 MMS 2024-01 Biomedicine,2E67.2,related-to,76.97,Makā Yōṉi,Carcinoma in situ of vagina,hin_Deva,Makā Yō ni. uterine carcinoma extending up to the vagina,91.52
NAMASTE-Siddha,HA,ICD-11 MMS 2024-01 Biomedicine,XA3H13,related-to,87.83,Mūkku Nōykaḷ,Nose,hin_Deva,Mūkku Nōyaka.Disorders of Nose,96.93
NAMASTE-Siddha,HAA1.1,ICD-11 MMS 2024-01 Biomedicine,XA3H13,related-to,85.98,Karappāṉ,Nose,hin_Deva,Karappā n. eczema of the nose,97.22
NAMASTE-Siddha,HAA1.2,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,89.02,Piḷavai,Carbuncle,hin_Deva,Piuwai.Carbuncle present in the nose,93.16
NAMASTE-Siddha,HAC,ICD-11 MMS 2024-01 Biomedicine,FB52,related-to,75.35,Aiyam,"This is a group of disorders affecting tissues that connect, support, or surround other structures and organs of the body, not being bone and occur in diseases classified elsewhere.",hin_Deva,Aiyam.Disorders of Nose classified under aiyam,100.0
NAMASTE-Siddha,HAC1.2,ICD-11 MMS 2024-01 Biomedicine,CA0J,related-to,86.37,Kaẕalai,Nasal polyp,hin_Deva,Ka achhapalai. nasal polyp,80.02
NAMASTE-Siddha,HAC1.3,ICD-11 MMS 2024-01 Biomedicine,ED80,related-to,84.57,Paru,Acne,hin_Deva,Peru.Acne,89.78
NAMASTE-Siddha,HB,ICD-11 MMS 2024-01 Biomedicine,AB71,related-to,79.71,Cevi Nōy,Degenerative or vascular disorders of ear,hin_Deva,Cevi Noy.Disorders of Ear,100.0
NAMASTE-Siddha,HBA1.12,ICD-11 MMS 2024-01 Biomedicine,XA7XY6,related-to,86.87,Curam Cevi Eẕucci,Eustachian tube,hin_Deva,Curam Cevi E. Civiucci.Inflammation of eustachian tube with fever due to increasing vali,94.98
NAMASTE-Siddha,HBA1.17,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,87.15,Vaḷi Piḷavai,Carbuncle,hin_Deva,Vai Pi Vai. Ear Carbuncle Due to Increasing Vali,94.04
NAMASTE-Siddha,HBA1.2,ICD-11 MMS 2024-01 Biomedicine,AA13,related-to,77.97,Viraṇa Cevi Vaḷi,Chronic otitis externa,hin_Deva,Viraṇa Cevi Va vi. Otitis externa due to increasing vali,97.26
NAMASTE-Siddha,HBA1.3,ICD-11 MMS 2024-01 Biomedicine,XA6ZY6,related-to,87.46,Ceviviṟai Vaḷi,External Ear,hin_Deva,Ceviviai Vai.External ear swelling due to increasing vali,95.01
NAMASTE-Siddha,HBA1.4,ICD-11 MMS 2024-01 Biomedicine,XA6ZY6,related-to,88.09,Cevi Timir Vaḷi,External Ear,hin_Deva,Cevi timir va. external ear pain due to increasing vali,97.56
NAMASTE-Siddha,HBB,ICD-11 MMS 2024-01 Biomedicine,QC66,related-to,75.35,Aẕal,family history of ear disorders,hin_Deva,A chiral.Disorders of ear classified under azhal,91.68
NAMASTE-Siddha,HBB1.4,ICD-11 MMS 2024-01 Biomedicine,XA57R3,related-to,87.65,Kuruti Cevi Kuṭṭam,Inner Ear,hin_Deva,Kuruti Cevi Kuṭṭam.Inner ear ulcer due to increasing azhal,100.0
NAMASTE-Siddha,HBB1.5,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,86.94,Cennīr Cevi Kuṭṭam,Carbuncle,hin_Deva,Cennir Cevi Kuṭṭam. ear carbuncle due to increasing azhal,100.0
NAMASTE-Siddha,HBB1.8,ICD-11 MMS 2024-01 Biomedicine,XA7XY6,related-to,87.1,Cennīr Cevi Eẕucci,Eustachian tube,hin_Deva,Cennir Cevi E Achimucci. Obstruction of the Eustachian tube by accumulation of blood due to increasing azhal,95.28
NAMASTE-Siddha,HBC,ICD-11 MMS 2024-01 Biomedicine,6E40.0,related-to,75.74,Aiyam,Mental disorder affecting disorders or diseases classified elsewhere,hin_Deva,Aiyam.Disorders of ear classified under aiyam,100.0
NAMASTE-Siddha,HBC1.12,ICD-11 MMS 2024-01 Biomedicine,1B75.1,related-to,87.15,Nīrpiḷavai,Carbuncle,hin_Deva,Nrpi avai. ear carbuncle due to increasing aiyam,92.71
NAMASTE-Siddha,HBC1.3,ICD-11 MMS 2024-01 Biomedicine,BD90,related-to,87.05,Maṅkiṣa Cevi Cūlai,Lymphadenitis,hin_Deva,Ma ̄ ki ̄ sa Cevi Culai.Lymphadenitis of the ear due to increased aiyam,92.65
NAMASTE-Siddha,HBC1.5,ICD-11 MMS 2024-01 Biomedicine,XA7XY6,related-to,87.2,Cīẕ Cevi Eẕucci,Eustachian tube,hin_Deva,Cī chīvat Cevi E chīvatucci.Inflammation of eustachian tube with discharge due to increased aiyam,90.41
NAMASTE-Siddha,HBC1.6,ICD-11 MMS 2024-01 Biomedicine,XA7XY6,related-to,86.99,Nīr Cevi Eẕucci,Eustachian tube,hin_Deva,Nīr Cevi E Mahitucci. Obstruction of the Eustachian tube due to increased aiyyam,93.82
NAMASTE-Siddha,HBD,ICD-11 MMS 2024-01 Biomedicine,QC66,related-to,75.03,Mukkuṟṟam,family history of ear disorders,hin_Deva,Mukkuħam.Disorders of ear classified under Mukkutram,95.84
NAMASTE-Siddha,HC,ICD-11 MMS 2024-01 Biomedicine,XA8182,related-to,83.74,Vāy Nōykaḷ,Mouth,hin_Deva,Vāy Nōyka.Disorders of Mouth,98.46
NAMASTE-Siddha,HCA,ICD-11 MMS 2024-01 Biomedicine,DA00,related-to,88.72,Vaḷi,Disorders of lips,hin_Deva,Vai.Disorders of Lips classified under Vali,97.0
NAMASTE-Siddha,HCB,ICD-11 MMS 2024-01 Biomedicine,DA00,related-to,88.79,Aẕal,Disorders of lips,hin_Deva,A chiral.Disorders of Lips classified under Azhal,91.73
NAMASTE-Siddha,HCC,ICD-11 MMS 2024-01 Biomedicine,DA00,related-to,88.55,Aiyam,Disorders of lips,hin_Deva,Aiyam.Disorders of Lips classified under Aiyam,100.0
NAMASTE-Siddha,HCD,ICD-11 MMS 2024-01 Biomedicine,DA00,related-to,88.62,Mukkuṟṟam,Disorders of lips,hin_Deva,Mukkuħam.Disorders of Lips classified under Mukkutram,95.92
NAMASTE-Siddha,HD,ICD-11 MMS 2024-01 Biomedicine,XA1T19,related-to,85.8,Nākku Nōykaḷ,Tongue,hin_Deva,Nakku Noyka.Disorders of Tongue,98.61
NAMASTE-Siddha,J,ICD-11 MMS 2024-01 Biomedicine,DB90,related-to,80.3,Toṟṟu Nōykaḷ,Infectious liver disease,hin_Deva,Tou Nōyka | Infectious disease,92.44
NAMASTE-Siddha,JA,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,85.88,Ammai Nōy,Measles,hin_Deva,Ammai Noy. Measles,100.0
NAMASTE-Siddha,JAB,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,88.07,Aẕal,Measles,hin_Deva,A chandyal.measles classified under Azhal,88.73
NAMASTE-Siddha,JAB1.1,ICD-11 MMS 2024-01 Biomedicine,ME05.1,related-to,85.17,Kaṭuku Ammai,Diarrhoea,hin_Deva,Kaṭuku Ammai.Measles Associated with stupor diarrhoea and sore throat,100.0
NAMASTE-Siddha,JAB1.2,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,87.86,Kallutari Ammai,Measles,hin_Deva,Kallutari Ammayi.Measles Associated with Diarrhoea,99.11
NAMASTE-Siddha,JAB1.4,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,87.88,Koḷḷammai,Measles,hin_Deva,Koolemammai.measles Associated with February fits,87.05
NAMASTE-Siddha,JAB1.5,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,88.81,Kuḷuvaṉ Ammai,Measles,hin_Deva,Kuuva Ammai. Measles associated with large vesicles,89.4
NAMASTE-Siddha,JAB1.6,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,92.32,Miḷakammai,Measles,hin_Deva,Measles Associated with Joint Pain,93.64
NAMASTE-Siddha,JAB1.8,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,88.75,Paṉaimukari Ammai,Measles,hin_Deva,Paa khaimukari Ammayi.Measles associated with delirium,91.37
NAMASTE-Siddha,JAB1.9,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,88.8,Varakutari Ammai,Measles,hin_Deva,Varakutari Ammayi.Measles Associated with Haematuria,99.13
NAMASTE-Siddha,JAC,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,89.18,Aiyam,Measles,hin_Deva,Aiyam.Measles classified under Aiyam,100.0
NAMASTE-Siddha,JAC1.1,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,87.86,Pāl Ammai,Measles,hin_Deva,Pal Ammai.Measles Associated with Continuous Fever,99.03
NAMASTE-Siddha,JAC1.2,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,88.78,Upputiri Ammai,Measles,hin_Deva,Upputiri Ammayi.Measles Associated with Skin Patches,99.15
NAMASTE-Siddha,JAC1.3,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,87.09,Ventaya Ammai,Measles,hin_Deva,Ventaya Ammayi.Measles Associated with Pus,98.94
NAMASTE-Siddha,JAD,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,88.97,Mukkuṟṟam,Measles,hin_Deva,Mukkuħam.Measles classified under Mukkutram,96.97
NAMASTE-Siddha,JAD1.1,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,87.81,Tavaḷai Ammai,Measles,hin_Deva,Tavaipalai Ammayi.Measles Associated with Costal Pain,94.03
NAMASTE-Siddha,JB,ICD-11 MMS 2024-01 Biomedicine,1B12.5,related-to,76.37,Iḷaippu Nōy,renal tuberculosis,hin_Deva,Iuaippu Nōy. tuberculosis,94.08
NAMASTE-Siddha,JCA,ICD-11 MMS 2024-01 Biomedicine,1A00,related-to,92.47,Vaḷi,Cholera,hin_Deva,Cholera classified under Vali,93.78
NAMASTE-Siddha,JCB,ICD-11 MMS 2024-01 Biomedicine,1A00,related-to,87.11,Aẕal,Cholera,hin_Deva,A chhapral.Cholera classified under Azhal,88.73
NAMASTE-Siddha,JCC,ICD-11 MMS 2024-01 Biomedicine,1A00,related-to,87.27,Aiyam,Cholera,hin_Deva,Aiyam.Cholera classified under Aiyam,100.0
NAMASTE-Siddha,JD,ICD-11 MMS 2024-01 Biomedicine,1B12.7,related-to,83.29,Uḷaimāntai,large intestinal tuberculosis,hin_Deva,U ́ ́ ai ̄ māntai.Intestinal tuberculosis,93.17
NAMASTE-Siddha,KBB1.1,ICD-11 MMS 2024-01 Biomedicine,6A20,related-to,87.18,Aṉaṟkirikai,Schizophrenia,hin_Deva,A kirikai.Chronic Schizophrenia with Wilderness and Run Amack,92.96
NAMASTE-Siddha,KBB1.2,ICD-11 MMS 2024-01 Biomedicine,6A20,related-to,87.07,Pitta Kirikai,Schizophrenia,hin_Deva,Pitta Kirikai.Chronic Schizophrenia with Nakedness and Smear Fakes,98.02
NAMASTE-Siddha,KBB1.3,ICD-11 MMS 2024-01 Biomedicine,6A20,related-to,87.46,Eccil Kirikai,Schizophrenia,hin_Deva,Ecil Kirikai.Chronic Schizophrenia with Eating faeces and splashing water,97.63
NAMASTE-Siddha,KBB1.4,ICD-11 MMS 2024-01 Biomedicine,6A20,related-to,86.76,Pūta Kirikai,Schizophrenia,hin_Deva,Pūta Kirikai.Chronic schizophrenia with rolling in the ashes and frothing in the mouth,96.77
NAMASTE-Siddha,KBB1.5,ICD-11 MMS 2024-01 Biomedicine,6A20,related-to,87.28,Jala Kirikai,Schizophrenia,hin_Deva,Jala Kirikai.Chronic Schizophrenia with Swimming in Floor,100.0
NAMASTE-Siddha,KBB1.6,ICD-11 MMS 2024-01 Biomedicine,6A20,related-to,87.03,Kal Eri Kirikai,Schizophrenia,hin_Deva,Kal Eri Kirikai.Chronic Schizophrenia with pelting stones and crying,100.0
NAMASTE-Siddha,KBB1.7,ICD-11 MMS 2024-01 Biomedicine,6A20,related-to,87.2,Kumpiṭu Kirikai,Schizophrenia,hin_Deva,Kumpiṭu Kirikai.Chronic Schizophrenia with saluting everyone,100.0
NAMASTE-Siddha,KE,ICD-11 MMS 2024-01 Biomedicine,MB20.0,related-to,83.67,Mayakkanōy,Stupor,hin_Deva,Mayakkanoy.Stupor,100.0
NAMASTE-Siddha,KEA,ICD-11 MMS 2024-01 Biomedicine,MB20.0,related-to,90.08,Vaḷi,Stupor,hin_Deva,Vai.Stupor classified under Vali,98.31
NAMASTE-Siddha,KEA1.1,ICD-11 MMS 2024-01 Biomedicine,MB20.0,related-to,87.48,Vaḷi Mayakkanōy,Stupor,hin_Deva,Vai Mayakkanoy. stupor caused by increased Vali,99.4
NAMASTE-Siddha,KEB,ICD-11 MMS 2024-01 Biomedicine,MB20.0,related-to,86.5,Aẕal,Stupor,hin_Deva,A chhapral. stupor classified under azhal,88.4
NAMASTE-Siddha,KEC,ICD-11 MMS 2024-01 Biomedicine,MB20.0,related-to,89.98,Aiyam,Stupor,hin_Deva,Aiyam.Stupor classified under Aiyam,100.0
NAMASTE-Siddha,KEC1.1,ICD-11 MMS 2024-01 Biomedicine,MB20.0,related-to,87.44,Aiya Mayakkanōy,Stupor,hin_Deva,Aiya Mayakkanoy. stupor caused by increased Aiyam,100.0
NAMASTE-Siddha,KEC1.2,ICD-11 MMS 2024-01 Biomedicine,MB20.0,related-to,88.75,Nañcu Mayakkam,Stupor,hin_Deva,Naanku Mayakkam.Stupor caused by toxins,95.03
NAMASTE-Siddha,KED,ICD-11 MMS 2024-01 Biomedicine,MB20.0,related-to,88.67,Mukkuṟṟam,Stupor,hin_Deva,Mukkuħam.Stupor classified under Mukkutram,95.33
NAMASTE-Siddha,LB,ICD-11 MMS 2024-01 Biomedicine,XA9FK9,related-to,75.48,Tamaraka Nōy,Cardiac veins,hin_Deva,Tamaraka Noy. cardiac disease,100.0
NAMASTE-Siddha,MA,ICD-11 MMS 2024-01 Biomedicine,GA31,related-to,90.28,Āṇ Malaṭu,Male infertility,hin_Deva,Āṇ Malaṭṭu. Male Infertility,95.52
NAMASTE-Siddha,MAA,ICD-11 MMS 2024-01 Biomedicine,GB04,related-to,93.18,Vaḷi,Male infertility,hin_Deva,Male infertility classified under Vali,93.82
NAMASTE-Siddha,MAA1.1,ICD-11 MMS 2024-01 Biomedicine,GA31,related-to,90.28,Āṇ Malaṭu,Male infertility,hin_Deva,Āṇ Malaṭṭu. Male Infertility,95.52
NAMASTE-Siddha,MB,ICD-11 MMS 2024-01 Biomedicine,GA31,related-to,90.38,Peṇ Malaṭu,Female infertility,hin_Deva,Peñ Malaṭu.Female Infertility,100.0
NAMASTE-Siddha,MBA,ICD-11 MMS 2024-01 Biomedicine,GA31,related-to,93.3,Vaḷi,Female infertility,hin_Deva,Female Infertility classified under Vali,94.01
NAMASTE-Siddha,MD,ICD-11 MMS 2024-01 Biomedicine,XA75A2,related-to,79.02,Āṇkuṟi Nōykaḷ,Male genital organs,hin_Deva,Āṇkuːi Nōykaː Male genital disorders,95.81
NAMASTE-Siddha,ME,ICD-11 MMS 2024-01 Biomedicine,XA4947,related-to,87.34,Vitai Nōykaḷ,Testis,hin_Deva,Vitai Nōyaka. diseases of the testis,97.02
NAMASTE-Siddha,MEA1.1,ICD-11 MMS 2024-01 Biomedicine,DD51,related-to,89.66,Kuṭal Vitai Nōy,direct inguinal hernia,hin_Deva,Kuṭal Vitai Nōy.Direct Inguinal Hernia,100.0
NAMASTE-Siddha,MEA1.2,ICD-11 MMS 2024-01 Biomedicine,DD51,related-to,89.59,Kumuṟal Vitai Nōy,indirect inguinal hernia,hin_Deva,Kumu ́ al Vitai Nōy. Indirect Inguinal Hernia,96.04
NAMASTE-Siddha,MEC1.2,ICD-11 MMS 2024-01 Biomedicine,XA8MT4,related-to,83.28,Cataivitai Nōy,Scrotum,hin_Deva,Catavitai Noy. elephantiasis of the scrotum,97.92
NAMASTE-Siddha,N,ICD-11 MMS 2024-01 Biomedicine,XA7D89,related-to,87.17,Kaṇ Nōykaḷ,Eye,hin_Deva,Kaan Nōyika. eye diseases,92.28
NAMASTE-Siddha,NAA1.10,ICD-11 MMS 2024-01 Biomedicine,XA2AF4,related-to,83.88,Pakkappaṭuvaṉ,Sclera,hin_Deva,Pakkappaṭuva k. pus discharge from the sclera,95.92
NAMASTE-Siddha,NAA1.14,ICD-11 MMS 2024-01 Biomedicine,XA0JV9,related-to,86.66,Puttiyaẕittal,Lower eyelid,hin_Deva,Puttiya achitittal.Inability to rotate the eyeball due to papules in the inner lower eyelid.,92.81
NAMASTE-Siddha,NAA1.15,ICD-11 MMS 2024-01 Biomedicine,MC14,related-to,82.64,Poṅkiya Vitaṉam,Eye discharge,hin_Deva,Po ́ ki ́ a Vita ́ am.Inflammatory swelling with whitish discharge of the eye,91.82
NAMASTE-Siddha,NAA1.3,ICD-11 MMS 2024-01 Biomedicine,9D90.6,related-to,83.79,Tūyakaṇ Kuruṭu,Blindness,hin_Deva,Tūyakaṇ Kuruṭu. stabbing pain in the sclera with blindness,100.0
NAMASTE-Siddha,NAA1.5,ICD-11 MMS 2024-01 Biomedicine,DA0D.5,related-to,78.81,Cōtikāviraṇam,gum ulceration,hin_Deva,Cotikaviraṇam. corneal ulceration,94.93
NAMASTE-Siddha,NAB1.1,ICD-11 MMS 2024-01 Biomedicine,XA9K79,related-to,87.97,Akkirarōkam,Upper eyelid,hin_Deva,Akkirarakam.Heaviness of upper eyelid with watery discharge,98.23
NAMASTE-Siddha,NAB1.13,ICD-11 MMS 2024-01 Biomedicine,MC14,related-to,85.67,Cuẕal Viẕi Erittal,Eye discharge,hin_Deva,Cu chahil Vi chahil Erittal Eye irritation Itching in eye lids Water eye discharge,90.46
NAMASTE-Siddha,NAB1.15,ICD-11 MMS 2024-01 Biomedicine,XA0403,related-to,86.81,Vīṅki Viẕittal,Lateral canthus,hin_Deva,Vī ́ ki Vi ́ s ́ atittal. swelling and irritation of the eyelid ́ painful blinking. fleshy growth in the lateral canthus of the,92.26
NAMASTE-Siddha,NAB1.17,ICD-11 MMS 2024-01 Biomedicine,XA0JV9,related-to,86.65,Kuvaḷaippaṭuvaṉ,Lower eyelid,hin_Deva,Kuva uthaippaṭuva k. inability to rotate the eyeball due to papules in the inner lower eyelid.,94.38
NAMASTE-Siddha,NAB1.18,ICD-11 MMS 2024-01 Biomedicine,XA0403,related-to,86.76,Aẕaṟṟi,Lateral canthus,hin_Deva,A chakora ̃ i ̃ i. reddish painful inflammatory swelling of the lateral canthus with watery discharge.,92.5
NAMASTE-Siddha,NAB1.2,ICD-11 MMS 2024-01 Biomedicine,XA3RB1,related-to,83.13,Avikāya Viraṇam,Eyelids,hin_Deva,Avikāya Virāṇam.Puritus of eye with blinking of eyelids,99.12
NAMASTE-Siddha,NAB1.3,ICD-11 MMS 2024-01 Biomedicine,9A60.02,related-to,87.83,Kaṇ Tiṉavu,Allergic conjunctivitis,hin_Deva,Kaṇ Ti khuāvu. allergic conjunctivitis with watery discharge and burning discharge,93.9
NAMASTE-Siddha,NAC1.13,ICD-11 MMS 2024-01 Biomedicine,XT3B,related-to,83.76,Cōrākkaṇ Tuṭippu,Asymptomatic,hin_Deva,Pain in pupils and eye lids heaviness in eyelids loss of sleep initial asymptomatic,89.69
NAMASTE-Siddha,NAC1.17,ICD-11 MMS 2024-01 Biomedicine,XS2E,related-to,92.01,Uyarntu Kaṇ Puṭaittal,Severe pain,hin_Deva,Severe pain with swelling with fleshy growth and water discharge and leads to delirium,93.45
NAMASTE-Siddha,NAC1.9,ICD-11 MMS 2024-01 Biomedicine,9D90.6,related-to,85.22,Mālaikkaṇ,Blindness,hin_Deva,Malaikka. night blindness,95.3
NAMASTE-Siddha,NBA1.2,ICD-11 MMS 2024-01 Biomedicine,2F21.0,related-to,79.17,Iẕiccakkaṇ,Seborrheic wart,hin_Deva,Ichiboriccacca.Seborrheic Keratosis,80.64
NAMASTE-Siddha,NBB1.2,ICD-11 MMS 2024-01 Biomedicine,9A02.0,related-to,84.12,Rattam Paṟpa Rōkam,Chalazion,hin_Deva,Rattam Pa ̃ pa R ̃ kam ̃ Chalazion,89.5
NAMASTE-Siddha,NBC1.1,ICD-11 MMS 2024-01 Biomedicine,1F6E,related-to,86.51,Nīr Pillam,Trichinosis,hin_Deva,Nīr Pillam. trichinosis,100.0
NAMASTE-Siddha,NBC1.7,ICD-11 MMS 2024-01 Biomedicine,9A01.2,related-to,82.86,Māṅkiṣa Paṟpa Rōkam,Hordeolum,hin_Deva,Mā ̄ kīṣa Pa ̄ pa Rōkam. hordeolum,84.49
NAMASTE-Siddha,NBC1.8,ICD-11 MMS 2024-01 Biomedicine,MC13,related-to,84.94,Imainīr Pāyccal,Epiphora,hin_Deva,Imainīr Pāyccal.Epiphora,100.0
NAMASTE-Siddha,NCC1.2,ICD-11 MMS 2024-01 Biomedicine,XA2GQ3,related-to,85.73,Pūccāntiram,Medial canthus,hin_Deva,Pūccāmām. growth above the medial canthus,93.17
NAMASTE-Siddha,NCC1.3,ICD-11 MMS 2024-01 Biomedicine,XA0403,related-to,87.05,Imaik Kumiẕ,Lateral canthus,hin_Deva,Imaik Kumi Mahato. cyst in the lateral canthus of eye,92.01
NAMASTE-Siddha,NDA,ICD-11 MMS 2024-01 Biomedicine,9A78.2,related-to,75.3,Vaḷi,Corneal oedema,hin_Deva,Vali.Corneal disease caused by Vali,100.0
NAMASTE-Siddha,NDA1.1,ICD-11 MMS 2024-01 Biomedicine,9D90.6,related-to,86.35,Vaḷi Kācam,Blindness,hin_Deva,Vai Kacam.Corneal eye disease with blindness and increased lacrimation,97.22
NAMASTE-Siddha,NDA1.11,ICD-11 MMS 2024-01 Biomedicine,9D90.6,related-to,85.01,Mālaikkaṇ Timiram,Blindness,hin_Deva,Malaikka Timiram. night blindness,95.97
NAMASTE-Siddha,NDA1.15,ICD-11 MMS 2024-01 Biomedicine,MC14,related-to,84.09,Catai Kuntam,Eye discharge,hin_Deva,Catai Kuntam. conereal eye disease with watery discharge,97.79
NAMASTE-Siddha,NDA1.9,ICD-11 MMS 2024-01 Biomedicine,9A76,related-to,75.7,Karutta Cukkiraṉ,Corneal ulcer,hin_Deva,Karutta Cukkira k. corneal eye disease with blackish corneal ulcers,96.56
NAMASTE-Siddha,NDB1.14,ICD-11 MMS 2024-01 Biomedicine,9A76,related-to,76.48,Aṉaṟ Cukkiraṉ,Corneal ulcer,hin_Deva,A kukkira kukkira. corneal ulcers with pain and inflammation in the eyes,89.73
NAMASTE-Siddha,NDB1.16,ICD-11 MMS 2024-01 Biomedicine,MC11,related-to,76.55,Mēkat Timiram,Eye sensation abnormal,hin_Deva,Mēkat Timiram. corneal eye disease with burning sensation of eye,100.0
NAMASTE-Siddha,NDC,ICD-11 MMS 2024-01 Biomedicine,9A78.2,related-to,75.57,Aiyam,Corneal oedema,hin_Deva,Aiyam.Corneal disease caused by aiyam,100.0
NAMASTE-Siddha,NDC1.13,ICD-11 MMS 2024-01 Biomedicine,9A76,related-to,76.22,Viẕi Viẕuṅki Cukkiraṉ,Corneal ulcer,hin_Deva,Vi chahoti vi chahoti kaki kukkira koi. corneal ulcers with pain and irritation in the eyes,81.42
NAMASTE-Siddha,NEA1.1,ICD-11 MMS 2024-01 Biomedicine,XA2AF4,related-to,86.41,Vari Eẕucci,Sclera,hin_Deva,Vari E. mahtumcci. fleshy growth in the sclera,91.34
NAMASTE-Siddha,NEA1.3,ICD-11 MMS 2024-01 Biomedicine,XA2AF4,related-to,85.8,Kuvai Eẕucci,Sclera,hin_Deva,Kuvai E. Mahitucci. Fleshy growth in the sclera,91.45
NAMASTE-Siddha,NEA1.6,ICD-11 MMS 2024-01 Biomedicine,XA2AF4,related-to,85.83,Nīlavari,Sclera,hin_Deva,Nīlavari.Bluish discoloration in the sclera,98.0
NAMASTE-Siddha,NEC1.2,ICD-11 MMS 2024-01 Biomedicine,XA2AF4,related-to,85.69,Mutteẕucci,Sclera,hin_Deva,Mutte Ciccupci.Abscess in the sclera,85.66
NAMASTE-Siddha,NEC1.5,ICD-11 MMS 2024-01 Biomedicine,XA2AF4,related-to,83.93,Nīr Kumiḷam,Sclera,hin_Deva,Nīr Kumī ́ am.Watery blisters in the sclera,95.95
NAMASTE-Siddha,NEC1.7,ICD-11 MMS 2024-01 Biomedicine,XA2AF4,related-to,86.37,Veḷvari,Sclera,hin_Deva,Veuvari.Sclera appears like the scales of fish,96.13
NAMASTE-Siddha,PA,ICD-11 MMS 2024-01 Biomedicine,XA12C1,related-to,84.92,Nakiṟkaṭṭi,Breast,hin_Deva,Naki ́ ka ́ ta ̄ i.Breast Tumor,84.07
NAMASTE-Siddha,PAA,ICD-11 MMS 2024-01 Biomedicine,XA12C1,related-to,92.21,Vaḷi,Breast,hin_Deva,Breast Tumour classified under Vali,93.76
NAMASTE-Siddha,PAA1.1,ICD-11 MMS 2024-01 Biomedicine,XA12C1,related-to,83.75,Vaḷi Nakiṟkaṭṭi,Breast,hin_Deva,Vai naki ka ti. tumour of breast due to vali,90.68
NAMASTE-Siddha,PAB,ICD-11 MMS 2024-01 Biomedicine,XA12C1,related-to,88.61,Aẕal,Breast,hin_Deva,A chirpal.breast tumour classified under Azhal,90.55
