source_code,source_display,translated_text,back_sim,cand1_code,cand1_label,cand1_score,cand2_code,cand2_label,cand2_score,cand3_code,cand3_label,cand3_score,cand4_code,cand4_label,cand4_score,cand5_code,cand5_label,cand5_score,suggested_relationship,final_score,curator_id,comment
1629,1629,1629.Essential causes,100.0,EF20.4,Generalised essential telangiectasia,71.27,XH4ZM5,Essential haemorrhagic thrombocythemia,70.25,DA24.2,Oesophagitis due to external causes,70.22,BA00,"Essential (primary) hypertension, accounting for 95% of all cases of hypertension, is defined as high blood pressure for which a secondary cause cannot be found.",69.67,DA51.5,Duodenitis due to external causes,68.68,related-to,71.27,,
1630,1630,1630.Dependant causes,100.0,DA51.5,Duodenitis due to external causes,69.1,DA24.2,Oesophagitis due to external causes,67.55,DA42.8,Gastritis due to external causes,66.82,MG48,Unknown and unspecified causes of morbidity,65.34,JB06,Obstructed labour due to other causes,64.81,review,69.1,,
1633,1633,1633. ancillary causes,100.0,DA51.5,Duodenitis due to external causes,65.4,DA42.8,Gastritis due to external causes,65.26,DA24.2,Oesophagitis due to external causes,64.81,JB06,Obstructed labour due to other causes,64.45,MG48,Unknown and unspecified causes of morbidity,63.59,review,65.4,,
1638,1638,1638.Causes of roughness,100.0,MG48,Unknown and unspecified causes of morbidity,67.82,JB06,Obstructed labour due to other causes,66.45,DA42.8,"Gastritis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",62.42,DA51.5,"Duodenitis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",62.27,8A63,A clinical seizure occurring at the time of a systemic insult or in close temporal association with a documented brain insult.,57.21,review,67.82,,
1639,1639,1639.Causes of smoothness,100.0,MG48,Unknown and unspecified causes of morbidity,68.09,DA42.8,"Gastritis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",62.25,DA51.5,"Duodenitis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",61.9,8A63,A clinical seizure occurring at the time of a systemic insult or in close temporal association with a documented brain insult.,57.06,JB06,Any other condition characterised by the inability of the presenting part of the fetus to progress into the birth canal for any reason.,56.78,review,68.09,,
1641,1641,1641.causes of abnormal association between organs.,100.0,MG72,Abnormal spleen function studies,70.18,,,,,,,,,,,,,related-to,70.18,,
1646,1646,1646.Causes of decrease in size and number of organ,100.0,4B02.1,Acquired decrease in eosinophil number,62.94,4B02.0,Congenital decrease in eosinophil number,61.13,,,,,,,,,,review,62.94,,
1651,1651,1651.Causes of pain,100.0,XS5B,No pain,73.2,MG48,Unknown and unspecified causes of morbidity,72.12,MD30.1,Rib pain,70.84,MC18,Ocular pain,70.63,GA34.00,Vulval pain,69.55,review,60.94,,
1651,1651,1651.Causes of pain,100.0,XS5B,No pain,73.2,MG48,Unknown and unspecified causes of morbidity,72.12,MD30.1,Rib pain,70.84,MC18,Ocular pain,70.63,GA34.00,Vulval pain,69.55,related-to,73.2,,
1653,1653,1653.Causes of Pleasure,100.0,MG48,Unknown and unspecified causes of morbidity,70.24,JB06,Obstructed labour due to other causes,65.33,DA42.8,"Gastritis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",62.45,DA51.5,"Duodenitis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",62.45,DA24.2,"Inflammation of the oesophagus due to external cause such as radiation, ingestion of the alkali and acid, and swallowed pills or food failing to traverse entire oesophagus.",56.19,related-to,70.24,,
1654,1654,1654. causes of retention,100.0,MF50.3,Retention of urine,72.97,MG48,Unknown and unspecified causes of morbidity,68.45,JB06,Obstructed labour due to other causes,67.71,DA42.8,"Gastritis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",63.13,DA51.5,"Duodenitis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",63.11,review,54.11,,
1654,1654,1654. causes of retention,100.0,MF50.3,Retention of urine,72.97,MG48,Unknown and unspecified causes of morbidity,68.45,JB06,Obstructed labour due to other causes,67.71,DA42.8,"Gastritis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",63.13,DA51.5,"Duodenitis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",63.11,related-to,72.97,,
1655,1655,1655. causes of evacuation,100.0,MG48,Unknown and unspecified causes of morbidity,68.53,DA42.8,"Gastritis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",62.11,DA51.5,"Duodenitis caused by external substances, such as alcohol, radiation, chemical agent and by other external causes.",62.1,8A63,A clinical seizure occurring at the time of a systemic insult or in close temporal association with a documented brain insult.,56.76,JB06,Any other condition characterised by the inability of the presenting part of the fetus to progress into the birth canal for any reason.,56.0,review,68.53,,
1659,1659,1659. treatment with diet,100.0,PL14.B,Delayed treatment,64.83,XM8Q31,Drugs for treatment of lepra,53.22,,,,,,,,,,review,64.83,,
1666,1666,1666. treatment with single drugs,100.0,XM8Q31,Drugs for treatment of lepra,65.14,,,,,,,,,,,,,review,65.14,,
1667,1667,1667. treatment with compound drugs / formulations,100.0,XM8Q31,Drugs for treatment of lepra,74.68,,,,,,,,,,,,,related-to,74.68,,
1676,1676,1676.Evacuation of morbid matter / humours from the body,100.0,EH93.1,Foreign body granuloma due to silica,65.7,EH93.2,Foreign body reaction to organic matter in the skin,55.96,,,,,,,,,,review,65.7,,
1677,1677,1677.Elimination of morbid matter / humor from the body,99.18,EH93.1,"A usually granulomatous, often sarcoidal reaction to the presence in the skin of inorganic foreign material which cannot be degraded or eliminated. Responsible agents include tattoo pigment, suture materials, silica, zirconium, aluminium, paraffin, and silicone.",59.37,EH93.2,Foreign body reaction to organic matter in the skin,56.64,,,,,,,,,,review,59.37,,
1688,1688,1688. removal of pus,100.0,QE93,problem of negative life events in childhood of removal from home,72.77,XD6KC0,Endotoxin removal columns,54.69,XD5SV0,Endotoxin removal filters,53.16,,,,,,,related-to,72.77,,
1695,1695,1695. moderation of matter,100.0,XA1ZN9,Central white matter,50.5,8A45.20,White matter disorder due to CADASIL,49.84,,,,,,,,,,review,50.5,,
1701,1701,1701. removal of the cause,100.0,QE93,problem of negative life events in childhood of removal from home,69.35,JB60,sudden obstetric death of unknown cause,67.03,EC90.6,Pruritus without identifiable cause despite thorough investigation.,60.09,XT9C,Cause of late effect,57.34,XD6KC0,Endotoxin removal columns,55.29,review,69.35,,
1703,1703,1703. warming / to produce heat in the body / part of the body,100.0,ME86,Symptom or complaint of a body part,70.7,ND74.3,"Foreign body in uterus, any part",70.58,NE85.2,Complications of other reattached body part,56.4,,,,,,,related-to,70.7,,
1708,1708,1708.producing heat in the stomach,100.0,XA7MC7,Stomach,85.09,SF7F,Stomach heat pattern (TM1),63.81,,,,,,,,,,review,63.81,,
1709,1709,1709.producing heat in the cardiac end of the stomach,100.0,XA7MC7,Stomach,84.89,SF7F,Stomach heat pattern (TM1),72.98,,,,,,,,,,related-to,72.98,,
1710,1710,1710.producing heat in the liver,100.0,XA5DY0,Liver,84.57,SF59,Pattern of heat stirring liver wind (TM1),57.63,SF5A,Damp-heat in liver-gallbladder (TM1),57.46,SF5B,Liver meridian dampness-heat pattern (TM1),54.88,SH62,Large yin type liver heat pattern (TM1),52.75,review,57.63,,
1711,1711,1711.producing heat in the intestine,100.0,SF8F,Large intestine excess heat pattern (TM1),58.05,SF8G,Large intestine dampness heat pattern (TM1),57.32,SF6E,Small intestine excess heat pattern (TM1),55.31,,,,,,,review,58.05,,
1711,1711,1711.producing heat in the intestine,100.0,SF8F,Large intestine excess heat pattern (TM1),58.05,SF8G,Large intestine dampness heat pattern (TM1),57.32,SF6E,Small intestine excess heat pattern (TM1),55.31,,,,,,,review,58.05,,
1713,1713,1713.Producing heat in the urinary bladder,100.0,XA77K2,Urinary bladder,85.37,GC00.2,Contracted urinary bladder,78.2,LB31.3,Exstrophy of urinary bladder,75.79,LB31.4,"A condition caused by failure of the bladder to correctly develop. This condition is characterised by weakness in the bladder wall through which some of the lining of the bladder protrudes. This condition may present with urinary tract infections, difficulty voiding, or abdominal fullness. This condition may also be asymptomatic.",73.03,2C94.0,Adenocarcinoma of bladder,66.78,review,55.36,,
1718,1718,1718.Cooling of the body / part of the body,100.0,ME86,Symptom or complaint of a body part,63.58,NE85.2,Complications of other reattached body part,60.17,ND74.3,"Foreign body in uterus, any part",59.2,,,,,,,review,63.58,,
1722,1722,1722.producing cold in the stomach,100.0,XA7MC7,Stomach,84.46,SF7H,Cold invading the stomach system pattern (TM1),62.18,,,,,,,,,,review,62.18,,
1723,1723,1723.producing cold in the cardiac end of stomach,100.0,XA7MC7,Stomach,84.85,SF7H,Stomach cold excess pattern (TM1),69.19,,,,,,,,,,review,69.19,,
1724,1724,1724.producing cold in the liver,100.0,XA5DY0,Liver,81.92,SF5C,Liver cold pattern (TM1),59.09,,,,,,,,,,review,59.09,,
1728,1728,1728.Moistening of the body or the part of the body,100.0,ND74.3,"Foreign body in uterus, any part",71.0,NE85.2,Complications of other reattached body part,63.28,ME86,Symptom or complaint of a body part,61.33,,,,,,,related-to,71.0,,
1737,1737,1737.Inducing dryness in the body or part of the body,97.71,ME86,Symptom or complaint of a body part,71.03,ND74.3,"Foreign body in uterus, any part",70.98,NE85.2,Complications of other reattached body part,55.04,,,,,,,related-to,71.03,,
1741,1741,1741. the process of producing dryness by absorbing the fluid from any part of the body,100.0,ND74.3,"Foreign body in uterus, any part",71.67,,,,,,,,,,,,,related-to,71.67,,
1763,1763,1763.Stimulation of nerves,100.0,XE99K,Pocket stimulation,70.95,XA2330,Multiple Nerves,70.71,XA3W58,Sphenopalatine nerves,56.58,NA04,Injury of cranial nerves,56.54,XA07F8,Short ciliary nerves,53.95,related-to,70.95,,
1766,1766,1766. the process of toning up and forming of the organs and body,91.76,03,"Other diseases of the blood or blood-forming organs or certain disorders involving the immune mechanism complicating pregnancy, childbirth or the puerperium",70.47,QC43,Personal history of diseases of the blood or blood-forming organs,62.58,QC62,Family history of diseases of the blood or blood-forming organs,61.66,,,,,,,related-to,70.47,,
1769,1769,1769.Toning up of nerves,100.0,XA2330,Multiple Nerves,71.87,NA04,Injury of cranial nerves,57.69,XA3VY1,Long ciliary nerves,52.92,XA3W58,Sphenopalatine nerves,49.85,XA8CZ0,Inferior anal nerves,49.5,related-to,71.87,,
1774,1775,1775. toning up of the kidney,96.85,XA6KU8,Kidney,81.53,NB92.0,Injury of kidney,75.78,MF54.0,atrophy of kidney,74.49,NB92.04,avulsion of kidney,74.14,GB70.0,Calculus of kidney,72.74,review,50.68,,
1783,1784,1784.Join of Stomach,83.61,XA7MC7,Stomach,83.45,2B72,Malignant neoplasms of stomach,74.59,2E92.1,benign tumour of body of stomach,74.48,DA43.2,Arteriovenous malformation of stomach,74.4,2B72.0,Adenocarcinoma of body of stomach,74.28,review,51.4,,
1804,1805,1805.Cooling of humours,100.0,XE9C7,Excessive cooling,55.81,XE200,Insufficient cooling,49.63,XE84K,Heating or cooling appliance,46.81,,,,,,,review,55.81,,
1809,1810,1810.Cleaning of the Wounds,100.0,NA0A.0,Complex wounds to the head,60.73,XE8EL,Cleaning utensil or container,58.84,XE9H2,Unpowered cleaning tool,55.15,,,,,,,review,60.73,,
1812,1813,1813. boosting the libido,100.0,MB22.6,Increased libido,68.84,MB22.1,Decreased libido,67.52,XM1NS5,Tin,62.44,,,,,,,review,68.84,,
1824,1825,1825.expulsion of foetus,100.0,XE1FH,Expulsion of device,72.8,XE0VD,Migration or expulsion of device,63.36,,,,,,,,,,related-to,72.8,,
1827,1828,1828. reducing the temperature,100.0,XE586,Temperature problem,74.77,XE5R1,Problem associated with compromised device performance at the ambient temperature or the storage at an inappropriate ambient temperature.,73.1,NF03,Other effects of reduced temperature,59.84,,,,,,,related-to,74.77,,
1830,1831,1831. reducing the weight of the body or part of it,96.28,6B80.0,"Anorexia Nervosa with significantly low body weight meets all definitional requirements for Anorexia Nervosa, with BMI between 18.5 kg/m2 and 14.0 kg/m² for adults or between the fifth percentile and the 0.3 percentile for BMI-for-age in children and adolescents.",70.57,ND74.3,"Foreign body in uterus, any part",69.92,6B80.2,"Among individuals who are recovering from Anorexia Nervosa and whose body weight is more than 18.5 kg/m2 for adults or over the fifth percentile for BMI-for-age for children and adolescents, the diagnosis should be retained until a full and lasting recovery is achieved, as indicated by the maintenance of a healthy weight and the cessation of behaviours aimed at reducing body weight independent of the provision of treatment (e.g., for at least 1 year after intensive treatment is withdrawn).",65.22,6B80.1,"Anorexia Nervosa with dangerously low body weight meets all definitional requirements for Anorexia Nervosa, with BMI under 14.0 kg/m² in adults or under the 0.3rd percentile for BMI-for-age in children and adolescents. In the context of Anorexia Nervosa, severe underweight status is an important prognostic factor that is associated with high risk of physical complications and substantially increased mortality.",59.69,ME86,Symptom or complaint of a body part,59.14,related-to,70.57,,
1831,1832,1832.increasing the weight of the body or part of it,96.34,6B80.1,"Anorexia Nervosa with dangerously low body weight meets all definitional requirements for Anorexia Nervosa, with BMI under 14.0 kg/m² in adults or under the 0.3rd percentile for BMI-for-age in children and adolescents. In the context of Anorexia Nervosa, severe underweight status is an important prognostic factor that is associated with high risk of physical complications and substantially increased mortality.",71.78,6B80.0,"Anorexia Nervosa with significantly low body weight meets all definitional requirements for Anorexia Nervosa, with BMI between 18.5 kg/m2 and 14.0 kg/m² for adults or between the fifth percentile and the 0.3 percentile for BMI-for-age in children and adolescents.",69.41,ND74.3,"Foreign body in uterus, any part",68.85,NE85.2,Complications of other reattached body part,59.5,6B80.2,"Among individuals who are recovering from Anorexia Nervosa and whose body weight is more than 18.5 kg/m2 for adults or over the fifth percentile for BMI-for-age for children and adolescents, the diagnosis should be retained until a full and lasting recovery is achieved, as indicated by the maintenance of a healthy weight and the cessation of behaviours aimed at reducing body weight independent of the provision of treatment (e.g., for at least 1 year after intensive treatment is withdrawn).",58.69,related-to,71.78,,
1833,1834,1834. regimenal therapy,100.0,QB95.5,Speech therapy,73.6,XM9FT7,Hormone cancer therapy,56.73,,,,,,,,,,related-to,73.6,,
184,183,183.Corneal ulcers,100.0,9A76,Corneal ulcer,83.19,XA4C02,Cornea,73.56,DA01.15,Mouth ulcers,73.38,9A78.4,Calcareous corneal degeneration,70.86,9A70.0,Fuchs endothelial corneal dystrophy,70.49,review,69.57,,
1844,1845,1845. water cupping,100.0,XM4X82,Water gas,73.47,PB58,Unintentional lack of water,63.29,XM2DK4,"Chloroform water, concentrated",62.8,XE40U,"Body of water, water reservoir",62.66,XE17F,"Beach, shore or bank of a body of water",62.27,related-to,73.47,,
1846,1847,1847. induced sweating,100.0,FB83.13,"Drug-induced osteoporosis, fingers",68.21,6C49.61,Hallucinogen-induced anxiety disorder,68.04,FA25.10,"Lead-induced gout, shoulder region",68.04,6C49.60,Hallucinogen-induced mood disorder,68.0,6C40.71,Alcohol-induced anxiety disorder,67.86,review,68.21,,
1848,1849,1849. hot baths,96.75,XE8VC,Baby baths or bathinettes,68.32,GA30.4,Hot flush,66.61,XE36T,Hot drink,64.18,XE396,Hot tap water,51.05,XE3BS,Hot air or gas,49.35,review,68.32,,
1849,1850,1850. medicated baths,97.75,XE4V0,Cat,63.96,XE8VC,Baby baths or bathinettes,44.79,,,,,,,,,,review,63.96,,
1850,1851,1851. borax bath,100.0,XM37H6,Glycerol borax,50.89,,,,,,,,,,,,,review,50.89,,
1852,1853,1853. sand baths,96.97,XE8VC,Baby baths or bathinettes,66.08,,,,,,,,,,,,,review,66.08,,
1853,1854,1854. sea baths,96.75,XE8VC,Baby baths or bathinettes,67.29,XE48L,Sea snake,66.06,XM87R6,Sea wasp venom,47.92,XE6ZA,Sea urchin,45.6,XE45C,Sea anemone,42.73,review,67.29,,
1854,1855,1855. sun baths,96.75,XE8VC,Baby baths or bathinettes,67.01,,,,,,,,,,,,,review,67.01,,
1856,1857,1857. astringent bath,100.0,XM19Y0,"Vegetable extract, astringent",63.96,,,,,,,,,,,,,review,63.96,,
1857,1858,1858.induced physical movement of the body as a regime,99.19,XE6YW,Problems due to unintended or excessive movement created by the application of magnetic fields.,67.97,,,,,,,,,,,,,review,67.97,,
1863,1864,1864. light exercise,100.0,VV30,tolerance of physical exercise,71.05,MB48.3,light headed,70.48,4A84.30,Food-dependent exercise-induced anaphylaxis,70.29,CA23.21,Exercise-induced bronchospasm,69.24,XM2GB1,Kaolin light,69.22,related-to,71.05,,
1864,1865,1865. rapid exercise,100.0,VV30,tolerance of physical exercise,71.52,XT3Z,Rapid onset,70.86,4A84.30,Food-dependent exercise-induced anaphylaxis,70.41,CA23.21,Exercise-induced bronchospasm,70.36,QE20,Lack of physical exercise,58.2,related-to,71.52,,
1865,1866,1866. slow exercise,100.0,VV30,Exercise tolerance functions,71.51,4A84.30,Food-dependent exercise-induced anaphylaxis,70.64,CA23.21,Exercise-induced bronchospasm,70.55,KD32.0,slow feeding problem of newborn,62.01,DB32.1,STC - [slow-transit constipation],60.54,related-to,71.51,,
1870,1871,1871. deep and strong pressure massage.,100.0,XE6AF,Press,58.22,,,,,,,,,,,,,review,58.22,,
1875,1876,1876. rough massage,100.0,XM3VS0,Rough pigweed,54.43,,,,,,,,,,,,,review,54.43,,
188,187,187.Corneal eruptions,100.0,9A78.4,corneal arcus,76.35,9A76,Corneal ulcer,75.74,9A78.2,Corneal oedema,74.15,9A78.0,"Pannus, corneal",72.65,9A78.1,Corneal pigmentations or deposits,71.58,review,51.76,,
1882,1883,1883.cauterization by iron,100.0,XM8U54,iron dust,69.0,XM54R9,Iron salts,67.09,5C64.10,Neurodegeneration with brain iron accumulation,66.22,XM6FS8,Iron ammonium,64.43,5B5K.0,Iron deficiency,63.85,review,69.0,,
1883,1884,1884.cauterization by gold,100.0,XM3LE3,Gold preparations,68.29,,,,,,,,,,,,,review,68.29,,
1888,1889,1889. perforation of swellings,100.0,ME24.30,Non-traumatic perforation of small intestine,73.81,ME24.31,Non-traumatic perforation of large intestine,73.29,KB87.4,Complicated meconium ileus with bowel perforation with varying degrees of meconium peritonitis.,72.65,ME24.3,This is a clinical form of sign indicating perforation of digestive tract. This category will be used for postcoordination codes as complications of underlying illness.,71.75,KB82,Prenatal gastric perforation is a perforation or hole of the wall of the stomach that occurs while the baby is in utero. This is a rare and life-threatening condition in a neonate.,71.68,related-to,73.81,,
189,188,188. corneal abscess,100.0,9A78.9,Corneal abscess,94.57,DB70.00,Anal abscess,78.48,9A01.1,lid abscess,78.35,DA09.62,apex abscess,76.87,DA09.2,Pulp abscess,76.87,review,69.53,,
1890,1891,1891.Extraction of stone,100.0,JB23.0,Breech extraction,69.81,,,,,,,,,,,,,review,69.81,,
1897,1898,1898. bone-setting,100.0,XM44A4,Bone meal,71.26,XA8N32,Malar bone,70.44,XA14T2,Vomer bone,69.27,XA5CQ0,Hyoid bone,69.1,XA0UK0,Bone tissue,68.46,related-to,71.26,,
190,189,189.Corneal cancer,100.0,XA4C02,Cornea,73.56,MG30.10,Chronic visceral cancer pain,70.94,9A78.4,Calcareous corneal degeneration,70.86,9A76,Corneal ulcer,70.73,9A70.0,Fuchs endothelial corneal dystrophy,70.69,review,69.57,,
190,189,189.Corneal cancer,100.0,XA4C02,Cornea,73.56,MG30.10,Chronic visceral cancer pain,70.94,9A78.4,Calcareous corneal degeneration,70.86,9A76,Corneal ulcer,70.73,9A70.0,Fuchs endothelial corneal dystrophy,70.69,related-to,73.56,,
1901,1902,1902. absolute diet,100.0,XM8HG4,Absolute alcohol,62.62,,,,,,,,,,,,,review,62.62,,
1902,1903,1903. single diet,100.0,JB23,Other assisted single delivery,69.12,JB20,Single spontaneous delivery,68.86,8A65,Single unprovoked seizure,68.72,QA46.0,outcome of delivery of single liveborn,68.56,QA46.1,outcome of delivery of single stillborn,68.51,review,69.12,,
1903,1904,1904. compound diet,100.0,XM1N12,Lactobacillus acidophilus compound,69.68,XH27A6,Compound naevus,66.24,XM42L5,Creosol (compound),64.1,XH57B1,Compound odontoma,63.32,XJ1PP,Compound fracture,61.78,review,69.68,,
1910,1911,1911. diet with potential of becoming the part of organ,100.0,QA00.4,potential donor examination,68.06,,,,,,,,,,,,,review,68.06,,
1914,1915,1915. dietary drug.,100.0,XM2JE0,Miotic drug,68.89,QB95.3,drug abuse detoxification therapy,66.85,FA25.11,"Drug-induced gout, metacarpus",66.48,XM1RJ7,"Fiber, dietary",66.27,EH60,Toxic erythema due to drug,65.66,review,68.89,,
192,191,191.Dry eye,100.0,XA7D89,Eye,75.5,MC15,Red eye,71.27,KA41,Birth injury to eye,67.22,NA06,Injury of eye or orbit,65.55,XM14Q1,Rhubarb dry extract,64.77,review,63.46,,
1964,1965,1965. diets help to gain body weight,95.48,MG43.6,abnormal weight gain,73.71,JA65.3,Any reason for encounter to assess (or care for) a mother for low weight gain during pregnancy.,68.67,JA65.2,Any reason for encounter to assess (or care for) a mother for excessive weight gain during pregnancy.,68.29,6B80.0,"Anorexia Nervosa with significantly low body weight meets all definitional requirements for Anorexia Nervosa, with BMI between 18.5 kg/m2 and 14.0 kg/m² for adults or between the fifth percentile and the 0.3 percentile for BMI-for-age in children and adolescents.",65.88,6B80.1,Anorexia Nervosa with dangerously low body weight,53.38,related-to,73.71,,
1966,1967,1967.laxative diets,100.0,XM5NK8,Laxative saline,67.08,XM4WX6,Laxative osmotic,64.93,XM3DH4,"Tartrate, laxative",61.57,XM4PD5,Phosphate laxative,59.42,XM0X73,Methylcellulose laxative,56.95,review,67.08,,
1970,1971,1971. boiled water,91.54,XM4X82,Water gas,71.32,PB58,Unintentional lack of water,65.66,XM6DL1,Oil,65.51,XE40U,"Body of water, water reservoir",64.86,XM2DK4,"Chloroform water, concentrated",64.6,related-to,71.32,,
1972,1973,1973. soft water,100.0,XE9X9,Soft ball,71.57,XM4X82,Water gas,71.55,EH92.01,Soft corn,69.94,PF18,Assault by lack of water,68.77,XE0CX,"Body of water, flood water",68.12,related-to,71.57,,
1973,1974,1974. saline water,100.0,XM4X82,Water gas,73.14,PB58,Unintentional lack of water,66.5,XM2DK4,"Chloroform water, concentrated",64.86,XE40U,"Body of water, water reservoir",63.69,XE17F,"Beach, shore or bank of a body of water",63.2,related-to,73.14,,
1986,1987,1987.Guidelines for breastfeeding,100.0,XA12C1,Breast,60.56,,,,,,,,,,,,,review,60.56,,
1991,1992,1992. healthcare during age of decline,100.0,MB21.0,"A normative (non-pathological) deterioration of higher cortical functions such as thinking, reasoning, comprehension, calculation, learning, language, and judgment.",59.94,,,,,,,,,,,,,review,59.94,,
1992,1993,1993.Geriatric care,100.0,XT13,Late Geriatric,73.58,XT19,Early Geriatric,71.19,QB16,Respite care,69.14,QB94.0,Preparatory care for dialysis,65.37,QA48,Postpartum care or examination,63.53,related-to,73.58,,
1994,1995,1995. promotion and maintenance of health through selection of place of residence,100.0,XE9ME,"Unpaid cleaning, cooking or maintenance at own place of residence",64.9,,,,,,,,,,,,,review,64.9,,
20,19,19.Cerebral Congestion,92.36,XA5N14,Cerebral lobe,78.36,XA2LX2,Cerebral vein,78.27,8D60.1,Cerebral oedema,75.72,DB98.8,liver congestion,74.65,MD11.9,Nasal congestion,73.78,review,54.72,,
2004,2005,2005. maintenance of health of the ear,97.32,QB90,Contact with health services for ear piercing,52.13,,,,,,,,,,,,,review,52.13,,
2016,2017,2017.Miscellaneous disorders,100.0,KC40,Miscellaneous skin disorders in the neonate,83.09,DA02,Miscellaneous specified disorders of lips or oral mucosa,82.5,8A05,Tic disorders,77.57,9A05,Tic disorders,77.57,8E43,Pain disorders,77.01,review,62.37,,
2021,2022,2022.Diseases of the eyelid,96.98,14,Diseases of the skin,80.04,NA06.02,Oedema of eyelid,78.69,4B40,Diseases of thymus,78.29,DA03,Diseases of tongue,77.48,2F36.4,Cysts of eyelid,76.91,review,50.8,,
2022,2023,2023.Diseases of canthi,96.17,9B72,Inflammatory diseases of the retina,73.47,CA0F,Chronic diseases of tonsils or adenoids,73.12,16,Diseases of the genitourinary system,73.01,GA91,Inflammatory and other diseases of prostate,72.83,4B40,Diseases of thymus,72.04,related-to,73.47,,
2047,2048,2048.Diseases of the Stomach,96.68,XA7MC7,Stomach,85.26,14,Diseases of the skin,79.89,XA1C53,Veins of stomach,78.85,4B40,Diseases of thymus,78.51,DA03,Diseases of tongue,77.71,review,55.14,,
2048,2049,2049.Diseases of the liver,96.77,XA5DY0,Liver,85.35,5C90.0,"This is a group of liver diseases due to defects in the urea cycle, which is a metabolic cycle of nitrogen-containing compounds that produces the waste product urea.",80.53,14,Diseases of the skin,80.2,5C90.5,Liver diseases due to disorders of mineral metabolism,77.67,5C90.2,Liver diseases due to disorders of amino acid metabolism,77.53,review,56.98,,
2053,2054,2054.Diseases of the bladder,96.85,XA2PT2,Dome of bladder,79.96,14,Diseases of the skin,79.12,4B40,Diseases of thymus,77.35,DA03,Diseases of tongue,77.35,NB92.2,Injury of bladder,75.85,review,56.98,,
2055,2056,2056.Diseases of tests,98.05,12,Diseases of the respiratory system,74.87,11,Diseases of the circulatory system,74.5,16,Diseases of the genitourinary system,74.3,14,Diseases of cutaneous vasculature,74.23,CA0F,Chronic diseases of tonsils or adenoids,74.18,related-to,74.87,,
2056,2057,2057.Gynecological disorders,97.89,8A05,Tic disorders,77.29,9A05,Tic disorders,77.29,8A03,Ataxic disorders,75.98,8E43,Pain disorders,75.75,8A02,Dystonic disorders,75.38,review,61.23,,
2057,2058,2058.Obstetric disorders,100.0,8A05,Tic disorders,81.38,9A05,Tic disorders,81.38,8E43,Pain disorders,77.8,JB60,obstetric death,77.28,8A03,Ataxic disorders,76.29,review,61.74,,
2059,2060,2060.Diseases of the breast,96.64,XA12C1,Breast,85.93,14,Diseases of the skin,80.04,4B40,Diseases of thymus,78.29,DA03,Diseases of tongue,77.48,GB20.0,cyst of breast,76.08,review,61.13,,
206,205,205.Miosis / Constriction of pupils,100.0,XA0B15,Pupil,57.91,,,,,,,,,,,,,review,57.91,,
2065,2066,2066.Ephemeral fevers,100.0,1B90,Rat-bite fevers,55.73,,,,,,,,,,,,,review,55.73,,
2066,2067,2067.Humoral fevers,97.75,1B90,Rat-bite fevers,57.93,,,,,,,,,,,,,review,57.93,,
2067,2068,2068.Oral poisoning,100.0,XA37C7,Oral floor,70.36,XA5A87,Oral region,68.96,XA6NQ7,Oral mucosa,68.6,XA1WN1,Oral cavity,67.33,8D43.5,Cassava poisoning,66.85,related-to,70.36,,
2074,2075,2075.Pattern of causes,100.0,DA24.2,Oesophagitis due to external causes,70.88,MG48,Unknown and unspecified causes of morbidity,69.67,DA51.5,Duodenitis due to external causes,67.87,JB06,Obstructed labour due to other causes,66.33,SE94,Primordial qi collapse pattern (TM1),65.85,review,65.85,,
2074,2075,2075.Pattern of causes,100.0,DA24.2,Oesophagitis due to external causes,70.88,MG48,Unknown and unspecified causes of morbidity,69.67,DA51.5,Duodenitis due to external causes,67.87,JB06,Obstructed labour due to other causes,66.33,SE94,Primordial qi collapse pattern (TM1),65.85,related-to,70.88,,
2075,2076,2076.Pattern of intervention,100.0,SE71,Yin pattern (TM1),72.5,SE72,Heat pattern (TM1),71.53,SE73,Cold pattern (TM1),71.22,SE70,Yang pattern (TM1),71.22,6D11.5,Borderline pattern,70.88,related-to,72.5,,
2075,2076,2076.Pattern of intervention,100.0,SE71,Yin pattern (TM1),72.5,SE72,Heat pattern (TM1),71.53,SE73,Cold pattern (TM1),71.22,SE70,Yang pattern (TM1),71.22,6D11.5,Borderline pattern,70.88,related-to,72.5,,
2076,2077,2077.Pattern Miscellaneous,94.98,SE73,Cold pattern (TM1),73.18,SE71,Yin pattern (TM1),72.09,SE70,Yang pattern (TM1),70.82,SE72,Heat pattern (TM1),70.82,6D11.5,Borderline pattern,55.28,related-to,73.18,,
2076,2077,2077.Pattern Miscellaneous,94.98,SE73,Cold pattern (TM1),73.18,SE71,Yin pattern (TM1),72.09,SE70,Yang pattern (TM1),70.82,SE72,Heat pattern (TM1),70.82,6D11.5,Borderline pattern,55.28,related-to,73.18,,
