source_code,source_display,translated_text,back_sim,cand1_code,cand1_label,cand1_score,cand2_code,cand2_label,cand2_score,cand3_code,cand3_label,cand3_score,cand4_code,cand4_label,cand4_score,cand5_code,cand5_label,cand5_score,suggested_relationship,final_score,curator_id,comment
NDB,Aẕal,A chiral.Corneal disease caused by azhal,90.52,XA4C02,Cornea,61.74,,,,,,,,,,,,,review,61.74,,
NDB1.15,Cori Vari,Cori vari. corneal eye disease with irritation,100.0,XA4C02,Cornea,61.85,,,,,,,,,,,,,review,61.85,,
NDB1.2,Raṇa Kācam,Raṇa Kācam.Corneal eye disease caused by trauma,100.0,9C61.29,Glaucoma due to eye trauma,70.09,XA4C02,Cornea,59.28,,,,,,,,,,related-to,70.09,,
NDB1.5,Ūṟu Kācam,"Corneal eye disease with redness, irritation and constriction of pupil",91.57,LA11.60,Irregular pupil of the eye,71.15,,,,,,,,,,,,,related-to,71.15,,
NDC1.15,Nīr Vari,Nīr Vari. corneal eye disease with watering,100.0,XA4C02,Cornea,60.2,,,,,,,,,,,,,review,60.2,,
NDD,Mukkuṟṟam,Mukkuam.Corneal disease caused by Mukkutram,97.72,XA4C02,Cornea,60.0,,,,,,,,,,,,,review,60.0,,
NE,Veḷviẕi Nōykaḷ,Vevi Mahatomi Nyika. scleral disease,79.2,XA2AF4,Sclera,60.01,,,,,,,,,,,,,review,60.01,,
NEA,Vaḷi,Scleral disease of the eye classified under Vali,94.23,XA2AF4,Sclera,64.78,,,,,,,,,,,,,review,64.78,,
P,Puṟṟu Nōykaḷ,Puu Nōyka. cancer,92.3,MG30.10,Chronic neuropathic cancer pain,69.37,MG30.1,Chronic cancer related pain,68.5,MG24.0,Fear of cancer,61.6,XM9FT7,Hormone cancer therapy,53.96,,,,review,69.37,,
PA,Nakiṟkaṭṭi,Naki ́ ka ́ ta ̄ i.Breast Tumor,84.07,XA12C1,Breast,84.92,GB20.0,cystic breast,72.78,XH0FH0,Askin tumour,71.22,LB60,Breast aplasia,70.42,XH8NQ6,Pacinian tumour,70.03,review,51.17,,
PCD,Mukkuṟṟam,Mukkuħam.Malignant cancer classified under Mukkutram,95.84,2B33.5,Malignant lymphoma of liver,67.66,2A86.0,"Malignant lymphoma of B cell type, not elsewhere classified",57.03,,,,,,,,,,review,67.66,,
QA,Veḷuppu Nōy,Veuppu Noy.Anaemia,97.42,3A70.0,Fanconi hypoplastic anaemia,70.03,KA8C,Congenital hypoplastic anaemia,68.78,3A03.1,Amino-acid deficiency anaemia,68.74,3A20.4,Alloimmune haemolytic anaemia,68.63,3A94,Anaemia due to acute disease,68.29,related-to,70.03,,
RB,Akkuḷ Nila Pūcaṇi Kaṭṭi,Akku Nila Pukaani Kaṭṭi.Axillary lymphadenopathy,95.29,XA17J1,Axilla,59.86,,,,,,,,,,,,,review,59.86,,
RLA1.1,Maṇṭait Timir,Numbness over scalp caused by increased Vali,92.96,9C61.2B,Glaucoma caused by increased episcleral venous pressure,61.88,,,,,,,,,,,,,review,61.88,,
ROC1.1,Aiyam Mūḷai Nōy,Aiyam Mūlai Nōy.Brain diseases due to increasing Aiyam,100.0,8B26,Vascular syndromes of brain in cerebrovascular diseases,55.23,,,,,,,,,,,,,review,55.23,,
RPA1.3,Mūlap Pavuttiram,Mūlap Pavuttiram.Ano vesical fistula,100.0,GC01.1,Abdominovesical fistula,74.52,,,,,,,,,,,,,related-to,74.52,,
RPB,Aẕal,A chirpal.fistula classified under azhal,89.74,GC01.1,"Fistula between intestinal segments used for urinary diversion, not elsewhere classified",71.73,,,,,,,,,,,,,related-to,71.73,,
RQ,Ucci Vaḷi,Ucci Va.Vertex disease,95.28,JB20.0,single spontaneous vertex delivery,68.66,XA5BY6,Vertex of scalp,56.29,,,,,,,,,,review,68.66,,
SAA1.14,Kaṇmaṇi Varmam,Kaṇmaṇi varmam.Injury to Kanmani varmam,100.0,ND10,Injury to toenail,74.13,NB31.40,Injury to mitral valve,73.91,NC50,Injury to fingernail,72.43,NB92.6,cervix injury,72.08,KA46.0,Birth injury to liver,71.82,related-to,74.13,,
SAA1.6,Cevikkutti Varmam,Sevikkutty Varmam.Injury to Sevikkutty,85.0,ND10,Injury to toenail,74.94,NB31.40,Injury to mitral valve,73.47,KA41,Birth injury to eye,73.45,KA40.3,Birth injury to brainstem,72.86,KA46.0,Birth injury to liver,72.26,related-to,74.94,,
SAB1.5,Tummi Varmam,Thummi Varmam.Injury to Thummi,99.04,ND10,Injury to toenail,74.28,KA43.3,Birth injury to face,73.9,KA41,Birth injury to eye,73.13,NB92.4,Injury of ovary,72.47,NB92.6,uterine injury,72.01,related-to,74.28,,
SAB1.6,Uṟakka Varmam,Urakka Varmam.Injury to Urakka,100.0,ND10,Injury to toenail,73.1,NB92.3,Injury of urethra,72.8,NB92.4,Injury of ovary,72.47,KA41,Birth injury to eye,71.74,NB92.1,Injury of ureter,71.57,related-to,73.1,,
SAC1.15,Ellurukki Varmam,Ellurukki Varmam.Injury to Ellurukki Varmam,100.0,ND10,Injury to toenail,73.7,NA06.8,Traumatic injury to eyeball,73.41,NB92.6,cervix injury,72.78,KA41,Birth injury to eye,72.56,NB31.40,Injury to mitral valve,72.0,related-to,73.7,,
SAC1.2,Nēr Varmam,Nēr Varmam.Injury to Ner Varmam,100.0,NC50,Injury to fingernail,74.76,NB92.4,Injury of ovary,74.28,ND10,Injury to toenail,74.19,KA43.3,Birth injury to face,73.19,NB31,Injury of heart,72.64,related-to,74.76,,
SAC1.5,Puja Varmam,Puja Varmam.Injury to Puja Varmam,100.0,NB31.40,Injury to mitral valve,73.77,NB92.4,Injury of ovary,73.45,ND10,Injury to toenail,72.88,NB31.4,Injury of heart valve,72.62,NB91.5,Injury of stomach,71.6,related-to,73.77,,
SAD1.5,Ceppu Varmam,Cheppu Varmam.Injury to Cheppu Varmam,99.22,NB31.4,Injury of heart valve,74.06,ND10,Injury to toenail,73.46,NB92.6,cervix injury,73.05,KA41,Birth injury to eye,72.94,KA46.0,Birth injury to liver,72.88,related-to,74.06,,
SAF1.8,Tumpu Varmam,Thumpu Varmam.Injury to Thumbu Varmam,94.34,XA8DJ6,Thumb,63.22,,,,,,,,,,,,,review,63.22,,
SBA,Kai Kāyaṅkaḷ,Kai Kya Kaka | Injuries of the Hand,91.08,NC5A,Multiple injuries of wrist or hand,64.08,NC51.2,Multiple superficial injuries of wrist or hand,63.27,,,,,,,,,,review,64.08,,
SBA1.3,Neñcu - Kārai Poruttu Kāyaṅkaḷ,Neñcu-Kārai Poruttu Kāyaṅka.Injuries to sterno clavicular joint,98.42,NA83.41,Strain or sprain of sterno-clavicular joint or ligament,63.43,,,,,,,,,,,,,review,63.43,,
SBA2,Puya Kāyaṅkaḷ,Puya Kya Kaka.Injuries of the arm,91.08,NC10.2,Multiple superficial injuries of shoulder or upper arm,72.49,NC19,Multiple injuries of shoulder or upper arm,61.53,ND53,"Other injuries of arm, level unspecified",59.72,,,,,,,related-to,72.49,,
SBA6,Aṅkai Kāyaṅkaḷ,Aṅkai Kāyaṇaka.Injuries of the hand,97.37,NC5A,Multiple injuries of wrist or hand,61.9,NC51.2,Multiple superficial injuries of wrist or hand,60.56,,,,,,,,,,review,61.9,,
SBA6.1,Karapa Elumpukaḷiṉ Muṟivukaḷ,Karapa Elumpuka i Muivuka. fractures of the metacarpal,94.82,NC53.4,Multiple fractures of metacarpal bones,71.81,,,,,,,,,,,,,related-to,71.81,,
SBB,Kāl Kāyaṅkaḷ,Kāl Kāyaṇaka.Injuries to the lower limb,96.38,LB9A.0,lower limb aplasia,73.86,1B70.02,Erysipelas of lower limb,72.04,8C11,Mononeuritis of lower limb,71.56,LB9A,Any condition caused by the failure of a lower limb to correctly develop during the antenatal period. These conditions are characterised by reduction in size or absence of the limb.,70.82,LB97.3,Lower limb hypertrophy,70.48,related-to,73.86,,
SBB1,Iṭuppup Pakuti Kāyaṅkaḷ,Iṭuppūp Pakuti Kāyaṅka.Injuries around the hip,99.05,NC79,Multiple injuries of hip or thigh,54.14,NC70.4,Multiple superficial injuries of hip or thigh,52.02,,,,,,,,,,review,54.14,,
SBB3.1,Toṭai Elumpu Muṇṭu Muṟivukaḷ,Toṭai Elumpu Muṇṭu Muivuka. fracture of femoral condyles,97.34,XA6UG0,Femoral condyle,72.43,,,,,,,,,,,,,related-to,72.43,,
SBB4,Muẕaṅkāl Kāyaṅkaḷ,Mu Āchitavaṇḍaṇḍa Kāyaṇḍaka.Injuries of the leg,76.25,NC99,Multiple injuries of lower leg,74.06,ND55,Haematoma of leg,68.17,NC90.4,Multiple superficial injuries of lower leg,55.01,,,,,,,related-to,74.06,,
SBB6,Pāta Kāyaṅkaḷ,Pata Kya Kaka. injuries of the foot,83.11,ND1A,Multiple injuries of ankle or foot,63.89,ND11.C,Multiple superficial injuries of ankle or foot,62.29,,,,,,,,,,review,63.89,,
SBD1.1,Kapāla Muṟivukaḷ,Kapāla Muivuka | Skull fractures,95.97,NA02.8,Multiple fractures involving skull or facial bones,73.95,NA02.1A,Other fractures of base of skull,64.47,,,,,,,,,,related-to,73.95,,
TDA1.2,Māntak Kaṇam,Mantak Kaṇām.Respiratory syndrome caused due to digestive disorders,100.0,CB05.40,Respiratory disorders in Churg-Strauss syndrome,74.37,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,66.51,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",59.81,CB05.41,"This encompasses pathological conditions affecting the organs and tissues that make gas exchange possible in higher organisms, and includes conditions of the upper respiratory tract, trachea, bronchi, bronchioles, alveoli, pleura and pleural cavity, and the nerves and muscles of breathing. This diagnosis is in an ill-defined autoimmune disease characterised by a systemic, pauci-immune, necrotizing, small-vessel vasculitis without clinical or pathological evidence of necrotizing granulomatous inflammation.",59.53,,,,related-to,74.37,,
TDB1.1,Pittakkaṇam,Pittakkaṇam.Respiratory disorders caused due to increased azhal,100.0,4B05,Disorders with increased monocyte counts,74.36,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,67.26,CB05.40,"This encompasses pathological conditions affecting the organs and tissues that make gas exchange possible in higher organisms, and includes conditions of the upper respiratory tract, trachea, bronchi, bronchioles, alveoli, pleura and pleural cavity, and the nerves and muscles of breathing. This diagnosis is in a medium and small vessel autoimmune vasculitis, leading to necrosis.",62.47,CB05.41,"This encompasses pathological conditions affecting the organs and tissues that make gas exchange possible in higher organisms, and includes conditions of the upper respiratory tract, trachea, bronchi, bronchioles, alveoli, pleura and pleural cavity, and the nerves and muscles of breathing. This diagnosis is in an ill-defined autoimmune disease characterised by a systemic, pauci-immune, necrotizing, small-vessel vasculitis without clinical or pathological evidence of necrotizing granulomatous inflammation.",59.87,9C61.2B,Glaucoma caused by increased episcleral venous pressure,55.36,related-to,74.36,,
TDB1.2,Nīrkkaṇam,Severe dehydration with fever,92.82,XS25,Severe,92.33,5C70.0,Dehydration,89.54,MG26,fever,88.42,1D22,Severe dengue fever,82.9,XS2E,Severe pain,80.2,review,55.56,,
TDB1.3,Kottippukkaṇam,Kottippukkaṇam.respiratory disorders with,100.0,8A05,Tic disorders,78.18,9A05,Tic disorders,78.18,8E43,Pain disorders,77.76,MD33,Respiratory arrest,77.62,CB41,Respiratory arrest,77.62,related-to,71.24,,
TDB1.5,Mantārakkaṇam,Mantrakka.Respiratory disorders with evening rise of temperature,96.15,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,68.82,CB05.40,"This encompasses pathological conditions affecting the organs and tissues that make gas exchange possible in higher organisms, and includes conditions of the upper respiratory tract, trachea, bronchi, bronchioles, alveoli, pleura and pleural cavity, and the nerves and muscles of breathing. This diagnosis is in a medium and small vessel autoimmune vasculitis, leading to necrosis.",62.27,CB05.41,"This encompasses pathological conditions affecting the organs and tissues that make gas exchange possible in higher organisms, and includes conditions of the upper respiratory tract, trachea, bronchi, bronchioles, alveoli, pleura and pleural cavity, and the nerves and muscles of breathing. This diagnosis is in an ill-defined autoimmune disease characterised by a systemic, pauci-immune, necrotizing, small-vessel vasculitis without clinical or pathological evidence of necrotizing granulomatous inflammation.",61.98,,,,,,,review,68.82,,
TDB1.7,Nīrāmakkaṇam,Nīrāmakkaṇam.Respiratory disorders with severe fever and diarrhoea,99.33,ME05.1,Diarrhoea,86.4,1D65,Severe acute respiratory syndrome,75.48,SD92,Severe vomiting and diarrhoea disorder (TM1),74.37,1D4E,Severe fever with thrombocytopenia syndrome,70.04,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,69.35,related-to,74.37,,
TDC,Aiyam,Aiyam.Respiratory disorders caused due to aggravation of aiyam,100.0,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,71.04,CB05.40,"This encompasses pathological conditions affecting the organs and tissues that make gas exchange possible in higher organisms, and includes conditions of the upper respiratory tract, trachea, bronchi, bronchioles, alveoli, pleura and pleural cavity, and the nerves and muscles of breathing. This diagnosis is in a medium and small vessel autoimmune vasculitis, leading to necrosis.",65.93,CB05.41,Respiratory disorders in microscopic polyangiitis,59.91,,,,,,,related-to,71.04,,
TDC1.2,Cūlikkaṇam,Cūlikkaṇam.Respiratory disorders with flatulence,100.0,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,70.56,CB05.40,Respiratory disorders in Churg-Strauss syndrome,63.64,CB05.41,Respiratory disorders in microscopic polyangiitis,62.81,,,,,,,related-to,70.56,,
TDC1.3,Cuẕikkaṇam,Respiratory disorders with difficulty in breathing,93.61,CB05.40,"This encompasses pathological conditions affecting the organs and tissues that make gas exchange possible in higher organisms, and includes conditions of the upper respiratory tract, trachea, bronchi, bronchioles, alveoli, pleura and pleural cavity, and the nerves and muscles of breathing. This diagnosis is in a medium and small vessel autoimmune vasculitis, leading to necrosis.",72.05,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,70.63,CB05.41,Respiratory disorders in microscopic polyangiitis,69.93,,,,,,,related-to,72.05,,
TDC1.4,Makā Kaṇam,Mak ka ̄ nam.Respiratory disorders with dropsy,93.93,4A80,Allergic or hypersensitivity disorders involving the respiratory tract,73.35,CB05.40,Respiratory disorders in Churg-Strauss syndrome,64.19,CB05.41,Respiratory disorders in microscopic polyangiitis,63.16,,,,,,,related-to,73.35,,
TDC1.8,Pērāma Kaṇam,Pērāma Kaṇam.Respiratory disorders with peripheral chillness,100.0,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,67.76,CB05.40,Respiratory disorders in Churg-Strauss syndrome,61.32,CB05.41,Respiratory disorders in microscopic polyangiitis,60.31,,,,,,,review,67.76,,
TDC1.9,Ciṅkikkaṇam,Cikikkaam.Respiratory disorders with hepatitis,98.08,4A80,Allergic or hypersensitivity disorders involving the respiratory tract,73.37,CB05.41,Respiratory disorders in microscopic polyangiitis,64.54,CB05.40,Respiratory disorders in Churg-Strauss syndrome,60.9,,,,,,,related-to,73.37,,
TE,Kaẕiccal,Ka kahathikkal.Dysentry of children,81.57,5B81.00,Obesity in school-aged children or adolescents from 5 to 19 years,65.24,,,,,,,,,,,,,review,65.24,,
TEA1.1,Māntak Kaẕiccal,Mantak Ka Mahavichakal.Dysentery due to digestive disorders.,90.18,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",58.43,,,,,,,,,,,,,review,58.43,,
TEA1.2,Kaṇa Kaẕiccal,Kaṇa Ka aṣṭhivikāla.Dysentery due to respiratory disorders.,89.29,4A80,Allergic or hypersensitivity disorders involving the respiratory tract includes several clinically different conditions that can be considered as hypersensitivity disorders of the upper and lower respiratory tract. The classification of these conditions is complex.,68.31,CB05.40,"This encompasses pathological conditions affecting the organs and tissues that make gas exchange possible in higher organisms, and includes conditions of the upper respiratory tract, trachea, bronchi, bronchioles, alveoli, pleura and pleural cavity, and the nerves and muscles of breathing. This diagnosis is in a medium and small vessel autoimmune vasculitis, leading to necrosis.",62.9,CB05.41,Respiratory disorders in microscopic polyangiitis,59.05,,,,,,,review,68.31,,
TFA,Vaḷi,Vali.Digestive disorders of children classified under Vali,100.0,DD93,"Functional digestive disorders of infants, toddlers or children",72.11,FB52,"This is a group of disorders affecting tissues that connect, support, or surround other structures and organs of the body, not being bone and occur in diseases classified elsewhere.",70.67,FA37,Other acquired deformities of limbs,66.51,6E40.0,Mental disorder affecting disorders or diseases classified elsewhere,63.22,ME24.A,"Other digestive system haemorrhage, not elsewhere classified",60.33,related-to,72.11,,
TFA1.1,Vaḷi Māntam,Vai Mantam.Digestive disorders due to vali,99.35,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",61.6,,,,,,,,,,,,,review,61.6,,
TFA1.10,Valippu Māntam,Valippu Mantam.Seizures due to digestive disorders,100.0,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",60.1,,,,,,,,,,,,,review,60.1,,
TFA1.11,Cuẕi Māntam,Cu chahiti mntam.Digestive disorders with intercostal in drawings.,90.75,DD93,"Functional digestive disorders of infants, toddlers or children",62.0,,,,,,,,,,,,,review,62.0,,
TFA1.12,Mukku Māntam,Mukku Mantam.Digestive disorders with bacillary dysentery,100.0,DD93,"Functional digestive disorders of infants, toddlers or children",60.29,,,,,,,,,,,,,review,60.29,,
TFA1.2,Pitta Māntam,Pitta Mantam.Digestive disorders due to azhal,100.0,DD93,"Functional digestive disorders of infants, toddlers or children",62.13,,,,,,,,,,,,,review,62.13,,
TFA1.4,Cura Māntam,Cura Mantam.Digestive disorders due to fever,100.0,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",61.26,,,,,,,,,,,,,review,61.26,,
TFA1.5,Nīr Māntam,Nīr Māntam. Digestive disorders with accumulation of fluid,100.0,DD93,"Functional digestive disorders of infants, toddlers or children",63.46,,,,,,,,,,,,,review,63.46,,
TFA1.6,Ceriyāmai Māntam,Ceriyamai Mantam.Digestive disorders with diarrhea,100.0,DD93,"Functional digestive disorders of infants, toddlers or children",59.84,,,,,,,,,,,,,review,59.84,,
TFB,Aẕal,A chidmal. digestive disorders of children classified under azhal,92.64,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",68.51,,,,,,,,,,,,,review,68.51,,
TFB1.4,Vīkkam Māntam,Vikkam Mantam.Digestive disorder with swelling in the eye and ear,98.13,QA0A.5,screening for eye disorder,71.61,QC66,Family history of eye or ear disorders,66.0,,,,,,,,,,related-to,71.61,,
TFC,Aiyam,Aiyam.Digestive disorders of children classified under aiyam,100.0,DD93,"Functional digestive disorders of infants, toddlers or children",70.96,FB52,"This is a group of disorders affecting tissues that connect, support, or surround other structures and organs of the body, not being bone and occur in diseases classified elsewhere.",70.84,FA37,Acquired deformities of fingers or toes,68.18,6E40.0,Mental disorder affecting disorders or diseases classified elsewhere,60.03,8D42,"Neurological disorders that arise from the metabolic dysfunction, inflammation, and dyslipidemia caused by overweight (BMI > 25) or obese (BMI >30) status. Examples include mild cognitive impairment secondary to hippocampal alteration, hypothalamic dysfunction, autonomic dysfunction, peripheral polyneuropathy, and obstructive sleep apnea.",59.93,related-to,70.96,,
TFC1.1,Aiya Māntam,Aiya Mantam.Digestive disorder caused by increased aiyam,99.22,9C61.2B,Glaucoma caused by increased episcleral venous pressure,59.19,,,,,,,,,,,,,review,59.19,,
TH,Nāmuḷ,Nāmu.Papules in the language,82.72,6A01.2,"Developmental language disorder is characterised by persistent deficits in the acquisition, understanding, production or use of language (spoken or signed), that arise during the developmental period, typically during early childhood, and cause significant limitations in the individual’s ability to communicate. The individual’s ability to understand, produce or use language is markedly below what would be expected given the individual’s age. The language deficits are not explained by another neurodevelopmental disorder or a sensory impairment or neurological condition, including the effects of brain injury or infection.",60.61,XC4A,Language utterances,58.13,6E60.0,"A syndrome that involves significant features related to speech or language development that do not fulfill the diagnostic requirements of any of the specific developmental speech or language disorders that is judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. Possible etiologies include a disease of the nervous system, sensory impairment, brain injury or infection.",57.25,,,,,,,review,60.61,,
THA1.1,Nāmuḷ,Nāmu.Papules in the language,82.72,6A01.2,"Developmental language disorder is characterised by persistent deficits in the acquisition, understanding, production or use of language (spoken or signed), that arise during the developmental period, typically during early childhood, and cause significant limitations in the individual’s ability to communicate. The individual’s ability to understand, produce or use language is markedly below what would be expected given the individual’s age. The language deficits are not explained by another neurodevelopmental disorder or a sensory impairment or neurological condition, including the effects of brain injury or infection.",60.61,XC4A,Language utterances,58.13,6E60.0,"A syndrome that involves significant features related to speech or language development that do not fulfill the diagnostic requirements of any of the specific developmental speech or language disorders that is judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. Possible etiologies include a disease of the nervous system, sensory impairment, brain injury or infection.",57.25,,,,,,,review,60.61,,
TJA1.9,Malakkaṭṭu,Malakkaṭṭu. constipation in children,100.0,ME05.0,Constipation,88.9,DD91.1,Constipation NOS,80.78,DB32.1,"Slow transit constipation (STC) typically involves the unusually slow passage of luminal contents through the large intestine. This can lead to chronic problems, such as constipation and uncontrollable soiling and could require colectomy.",67.21,5B81.00,Obesity in school-aged children or adolescents from 5 to 19 years,65.86,SA57,Constipation disorder (TM1),62.98,review,62.98,,
TM,Tōṭam,Tōṭam.Zoonotic disease of children,100.0,5B81.00,Obesity in infants or children up to 5 years of age,68.49,,,,,,,,,,,,,review,68.49,,
TN,Valippu,Valippu.Seizures,100.0,8A67,Acute repetitive seizures,74.79,8A63.01,Complex febrile seizures,74.59,8A68.2,"Absence seizures, typical",73.69,8A68.1,"Absence seizures, atypical",73.57,6C40.42,Acute seizures due to alcohol withdrawal,73.07,related-to,74.79,,
TNA1.1,Mānta Valippu,Manta Valippu. Seizures caused due to digestive disorders,100.0,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",59.11,,,,,,,,,,,,,review,59.11,,
TOD1.1,Mānta Caṉṉi,Manta Ca Ca nhi. Seizures Caused due to Digestive Disorders.,94.92,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",59.58,,,,,,,,,,,,,review,59.58,,
UA,Pal Nōykaḷ,Pal Noyka. dental disease,97.71,DA0A.3,dental root,73.58,DA08.0,Dental caries,73.52,MG30.61,Chronic dental pain associated with irreversible pulpitis,65.58,QA00.8,Dental examination,52.39,XE5CY,Dental care products,50.92,related-to,73.58,,
UAA1.1,Pal Kūccam,Pal Kukkam.SensitiveTeeth,92.96,XA6CZ2,Teeth,60.43,,,,,,,,,,,,,review,60.43,,
UAA1.3,Pallāṭṭam,Pallāṭṭam.Weak dentition,100.0,XA4GG3,Permanent dentition,63.86,XA7675,Deciduous dentition,61.75,,,,,,,,,,review,63.86,,
UAA1.5,Kuṭṭippal,Kuṭṭippal. Wisdom Tooth,100.0,XA1PT3,Parts of tooth,70.69,DA07.3,Turner tooth,70.1,DA08.3,Horizontal nontraumatic fracture of tooth,64.95,DA0E.3,abnormal spacing of tooth or teeth,63.66,NA0D.15,Exarticulation. Complete displacement of the tooth out of its socket.,63.49,related-to,70.69,,
UB,PallaṭI Nōykaḷ,Pallāṭi Nōyka | Gum disease,98.28,XM1J98,Karaya (gum),68.21,XM1FG7,Sweet gum,67.68,XM1A07,Gum-tree,63.1,2B63,Malignant neoplasms of gum,51.14,XM6DW9,Guar gum (medicinal),45.02,review,68.21,,
UBA1.5,Pallaṭi Vīkkam,Pallaṭi Vīkkam.Gingivitis,100.0,DA0B.0,Allergic gingivitis,69.42,DA0B.2,Eruptive gingivitis,68.53,DA0B.1,Catarrhal gingivitis,66.43,DA0B.3,Atrophic senile gingivitis,64.43,DA0D.4,Cotton-roll gingivitis,61.58,review,69.42,,
WAA1.4,Veḷi Curam,Veuli Karam.Fever due to,81.3,MG26,fever,85.28,1C33,Q fever,78.36,1A08,Enteritis due to paratyphoid fever A,74.11,1C11.1,Meuse fever,73.86,1C11.00,Oroya fever,72.42,review,50.14,,
WAB1.22,Cērkkai Curam,Cērkkai Karam. Fever caused due to increased lust,94.86,9C61.2B,Glaucoma caused by increased episcleral venous pressure,57.52,,,,,,,,,,,,,review,57.52,,
WAB1.4,Naḷir Curam,Naurir Karam.Fever with chills,88.62,MG21,Chills,83.5,SD93,Alternating fever and chills disorder (TM1),61.03,,,,,,,,,,review,61.03,,
WAC1.5,Manta Curam,Manta Curam.Fever caused due to digestive disorders,100.0,DD93,"This group incorporates functional gastrointestinal disorders in infants and toddlers and disorders diagnosed more often in school-aged children and adolescents. These disorders include a variable combination of often age-dependent, chronic or recurrent symptoms not explained by structural or biochemical abnormalities.",60.08,,,,,,,,,,,,,review,60.08,,
WBC1.5,Vintu Curam,Vintu Karam.Fever with shrinking of male genital organ,95.97,NB99,Injury to male genital organ without further specification,64.71,,,,,,,,,,,,,review,64.71,,
X,Ciṟunīraka Nōykaḷ,Ciunīraka Nōyaka.Uro genital disorders,94.16,GB08,Vascular disorders of male genital organs,63.13,,,,,,,,,,,,,review,63.13,,
XCA,Vaḷi,Vai.Anuria classified under Vali,98.31,NF0A.5,"Traumatic anuria, not elsewhere classified",67.67,,,,,,,,,,,,,review,67.67,,
YAA,Vaḷi,Vali.Toxic symptoms classified under Vali,98.85,XE2PR,"Venomous or toxic plant, not elsewhere classified",61.43,,,,,,,,,,,,,review,61.43,,
YAB,Aẕal,A chiral.Toxic symptoms classified under Azhal,90.23,XE2PR,"Venomous or toxic plant, not elsewhere classified",56.75,,,,,,,,,,,,,review,56.75,,
YAC,Aiyam,Aiyam.Toxic symptoms classified under Aiyam,98.9,XE2PR,"Venomous or toxic plant, not elsewhere classified",59.32,,,,,,,,,,,,,review,59.32,,
YAD,Mukkuṟṟam,Mukkuam.Toxic symptoms classified under Mukkutram,97.33,XE2PR,"Venomous or toxic plant, not elsewhere classified",53.81,,,,,,,,,,,,,review,53.81,,
YD17,Elikkaṭi Nañcu,Elikkaṭi Nañcu. Poisonous effect of rat bite,100.0,1B90,Rat-bite fevers,72.82,,,,,,,,,,,,,related-to,72.82,,
